matricula  U.E.A. Trim Ev. Cal Plan
2142018097 2331064 14O GLO. NA  56 BC58
2142018097 2331061 14O GLO. NA  56 BB07A
2142018097 2132075 14O GLO. NA  56 BB04
2142018097 2112013 14O GLO. S   56 BB01
2142018097 2331064 14O REC. NA  56 J31064
2142018097 2331061 15I GLO. S   56 BB07A
2142018097 2132075 15I GLO. NA  56 BB51
2142018097 2331062 15P GLO. B   56 BB08
2142018097 2331064 15P GLO. MB  56 BC58
2142018097 2331063 15O GLO. MB  56 BC58
2142018097 2331065 16I GLO. MB  56 BD07
2142018097 2132075 16P REC. NA  56 J32075
2142018097 2132075 16O REC. S   56 J32075
2142018097 2132060 17I GLO. NA  56 BC51
2142018097 2122081 17I GLO. NA  56 BC01
2142018097 2132060 17P GLO. NA  56 BC01
2142018097 2122081 17P GLO. B   56 BC01
2142018097 2132061 17P GLO. NA  56 BD51
2142018097 2141025 17O GLO. S   56 BD01
2142018097 2132061 17O GLO. B   56 BD51
2142018097 2132060 17O REC. NA  56 J32060
2142018097 2141026 18I GLO. S   56 BE01
2142018097 2331066 18I GLO. B   56 BE08
2142018097 2331073 18P GLO. B   56 BI08
2142018097 2132064 18P GLO. S   56 BG01
2142018097 2132060 18P REC. S   56 J32060
2142018097 2331067 18O GLO. B   56 BF07A
2142018097 2332083 18O GLO. S   56 BJ08
2142018097 2132062 18O GLO. S   56 BE02
2142018097 2122082 19I GLO. B   56 BF02
2142018097 2331076 19I GLO. B   56 BK08
2142018097 2132063 19I GLO. NA  56 BF02
2142018097 2332060 19I GLO. S   56 BH08
2142018097 2132065 19P GLO. NA  56 BH01
2142018097 2122083 19P GLO. S   56 BG01
2142018097 2132063 19P GLO. S   56 BF02
2142018097 2331072 19O GLO. NA  56 BH58
2142018097 2331074 19O GLO. B   56 BI58
2142018097 2122084 19O GLO. S   56 BG51
2142018097 2331080 20I GLO. S   56 BG07A
2142018097 2331077 20I GLO. B   56 BJ08
2142018097 2332062 20P GLO. S   56 BG58
2142018097 2332071 20P GLO. S   56 BG58
2142018300 2130034 14P GLO. B   56 BA02
2142018300 2300033 14P GLO. MB  56 BA02
2142018300 2300034 14P GLO. MB  56 BA02
2142018300 2300035 14P GLO. MB  56 BA02A
2142018300 2331061 14O GLO. B   56 BB08A
2142018300 2132075 14O GLO. NA  56 BB04
2142018300 2331062 14O GLO. B   56 BB08
2142018300 2132075 15I GLO. S   56 BB01
2142018300 2331063 15P GLO. MB  56 BC08
2142018300 2331064 15P GLO. MB  56 BC57
2142018300 2122081 15P GLO. NA  56 BC04
2142018300 2132060 15O GLO. NA  56 BC02
2142018300 2112013 15O GLO. B   56 BB51
2142018300 2331065 15O GLO. B   56 BD07
2142018300 2132060 16I GLO. MB  56 BC01
2142018300 2331066 16P GLO. NA  56 BE08
2142018300 2122081 16P GLO. B   56 BC01
2142018300 2132062 16O GLO. MB  56 BE01
2142018300 2141025 16O GLO. S   56 BD01
2142018300 2132061 16O GLO. NA  56 BD51
2142018300 2132063 17I GLO. S   56 BF51
2142018300 2141026 17I GLO. B   56 BE01
2142018300 2331073 17P GLO. NA  56 BI08
2142018300 2132061 17P GLO. MB  56 BD01
2142018300 2122082 17O GLO. NA  56 BF01
2142018300 2331066 17O GLO. B   56 BE58A
2142018300 2331073 17O GLO. B   56 BI08
2142018300 2255064 17O REC. MB  56 J55064
2142018300 2331067 18I GLO. MB  56 BF58
2142018300 2132064 18I GLO. NA  56 BG02
2142018300 2122082 18P GLO. S   56 BF01
2142018300 2255065 18P GLO. MB  56 HE52
2142018300 2332060 18P GLO. MB  56 BG08
2142018300 2132064 18P GLO. B   56 BG01
2142018300 2122083 18O GLO. NA  56 BG01
2142018300 2332064 18O GLO. NA  56 BG08
2142018300 2255066 18O GLO. NA  56 HF15
2142018300 2132065 18O GLO. MB  56 BH02
2142018300 2332057 19I GLO. NA  56 BG08
2142018300 2332083 19I GLO. NA  56 BJ08
2142018300 2255066 19P GLO. B   56 HF53
2142018300 2122083 19P GLO. S   56 BG01
2142018300 2312056 19O GLO. B   56 BB01
2142018300 2255183 19O GLO. MB  56 HA12
2142018300 2211075 19O GLO. S   56 HA56
2142018300 2332003 19O GLO. MB  56 BG57
2142018300 2332062 20I GLO. B   56 BG58
2142018300 2332083 20I GLO. S   56 BJ08
2142018300 2331076 20P GLO. S   56 BK08
2142018300 2342002 20P GLO. B   56 BG52
2142018444 2130034 14P GLO. B   56 BA02
2142018444 2300033 14P GLO. MB  56 BA02
2142018444 2300034 14P GLO. MB  56 BA02
2142018444 2300035 14P GLO. MB  56 BA02A
2142018444 2331061 14O GLO. NA  56 BB08A
2142018444 2132075 14O GLO. NA  56 BB04
2142018444 2331062 14O GLO. NA  56 BB08
2142018444 2331062 14O REC. NA  56 J31062
2142018444 2331061 14O REC. NA  56 J31061
2142018444 2331061 15I GLO. B   56 BB07
2142018444 2112013 15I GLO. S   56 BB51
2142018444 2331062 15P GLO. B   56 BB08
2142018444 2132075 15P GLO. S   56 BB04
2142018444 2331064 15P GLO. S   56 BC58
2142018444 2132060 15O GLO. NA  56 BC02
2142018444 2331065 15O GLO. NA  56 BD58
2142018444 2331063 15O GLO. MB  56 BC58
2142018444 2132060 15O REC. NA  56 J32060
2142018444 2122081 16I GLO. S   56 BC51
2142018444 2132060 16I GLO. S   56 BC01
2142018444 2132061 16P GLO. NA  56 BD01
2142018444 2331065 16P GLO. B   56 BD07
2142018444 2331066 16P GLO. NA  56 BE08
2142018444 2132061 16O GLO. NA  56 BD01
2142018444 2141025 16O GLO. NA  56 BD51
2142018444 2132062 16O GLO. S   56 BE02
2142018444 2331066 16O REC. B   56 J31066
2142018444 2141025 17I GLO. S   56 BD01
2142018444 2132063 17I GLO. B   56 BF01
2142018444 2122082 17P GLO. S   56 BF01
2142018444 2141026 17P GLO. B   56 BE01
2142018444 2331073 17P GLO. S   56 BI08
2142018444 2132064 17O GLO. NA  56 BG01
2142018444 2122083 17O GLO. NA  56 BG01
2142018444 2332083 17O GLO. S   56 BJ08
2142018444 2331067 18I GLO. S   56 BF58
2142018444 2122083 18I GLO. S   56 BG01
2142018444 2132064 18I GLO. S   56 BG02
2142018444 2132065 18P GLO. S   56 BH02
2142018444 2331074 18P GLO. B   56 BI08
2142018444 2331076 18P GLO. B   56 BK08
2142018444 2122084 18P GLO. NA  56 BH01
2142018444 2332074 18O GLO. NA  56 BG08
2142018444 2331072 18O GLO. B   56 BH08
2142018444 2332060 18O GLO. NA  56 BH08
2142018444 2332057 19I GLO. S   56 BG08
2142018444 2331078 19I GLO. S   56 BK57
2142018444 2122084 19I GLO. S   56 BH51
2142018444 2331077 19I REC. MB  56 J31077
2142018444 2332075 19P GLO. B   56 BG08
2142018444 2332066 19P GLO. B   56 BG08
2142018444 2332086 19P GLO. MB  56 BK08
2142018444 2332000 19P REC. MB  56 J32000
2142018444 2332064 19O GLO. S   56 BG08
2142018444 2255183 19O GLO. NA  56 HA04
2142018444 2331068 19O GLO. S   56 BK08
2142018444 2332060 19O GLO. S   56 BH08
2142018444 2332080 19O REC. MB  56 J32080
2142018444 2132061 19O REC. MB  56 J32061
2142018444 2242036 20I GLO. MB  56 HA51
2142018444 2332071 20I REC. S   56 J32071
2142018444 2331069 20I GLO. B   56 BL08M
2142018444 2211081 20P GLO. MB  56 HC05
2142018444 2331075 20P GLO. B   56 BJ58
2142018444 2211082 20P GLO. MB  56 HC09
2142018444 2211086 20P GLO. B   56 HD55
2142018444 2332087 20P REC. B   56 J32087
2142018444 2332062 20P REC. MB  56 J32062
2142018444 2332074 20P REC. S   56 J32074
2142018444 2255064 20O GLO. MB  56 HD05
2142018444 2255065 20O REC. MB  56 J55065
2142018551 2130034 14P GLO. MB  56 BA02
2142018551 2300033 14P GLO. MB  56 BA02
2142018551 2300034 14P GLO. MB  56 BA02
2142018551 2300035 14P GLO. MB  56 BA02A
2142018551 2112013 14O GLO. B   56 BB02
2142018551 2132075 14O GLO. S   56 BB04
2142018551 2331061 14O GLO. MB  56 BB57
2142018551 2331062 14O GLO. B   56 BB08
2142018551 2331064 15I GLO. MB  56 BC07
2142018551 2122081 15I GLO. S   56 BC03
2142018551 2132060 15I GLO. MB  56 BC01
2142018551 2331063 15I GLO. B   56 BC57
2142018551 2141025 15P GLO. MB  56 BD02
2142018551 2331065 15P GLO. S   56 BD08
2142018551 2331066 15P GLO. B   56 BE08
2142018551 2132061 15P GLO. B   56 BD01
2142018551 2132062 15O GLO. NA  56 BE01
2142018551 2141026 15O GLO. S   56 BE01
2142018551 2331067 15O GLO. NA  56 BF57
2142018551 2331067 15O REC. NA  56 J31067
2142018551 2132064 16I GLO. NA  56 BG01
2142018551 2331073 16I GLO. MB  56 BI08
2142018551 2132062 16I GLO. S   56 BE02
2142018551 2331067 16I GLO. NA  56 BF08
2142018551 2331067 16I REC. S   56 J31067
2142018551 2132063 16P GLO. MB  56 BF51
2142018551 2132064 16P GLO. NA  56 BG01
2142018551 2255064 16P GLO. NA  56 HD05
2142018551 2122082 16P GLO. NA  56 BF03
2142018551 2332083 16O GLO. NA  56 BJ08
2142018551 2122082 17I GLO. NA  56 BF02
2142018551 2332060 17P GLO. S   56 BH08
2142018551 2122082 17P REC. S   56 J22082
2142018551 2122083 17O GLO. MB  56 BG51
2142018551 2331074 18I GLO. B   56 BI58
2142018551 2122084 18I GLO. B   56 BH51
2142018551 2332083 18P GLO. B   56 BJ08
2142018551 2332074 18P GLO. S   56 BG08
2142018551 2255317 18P GLO. B   56 BA52
2142018551 2331072 18P GLO. NA  56 BH08
2142018551 2332086 18P GLO. B   56 BG08
2142018551 2211085 18O GLO. MB  56 HD54
2142018551 2332080 18O GLO. S   56 BG08
2142018551 2242036 18O GLO. MB  56 HA54
2142018551 2211087 18O GLO. NA  56 HD53
2142018551 2331076 18O GLO. B   56 BK08
2142018551 2332064 19I GLO. MB  56 BG58
2142018551 2342033 19I GLO. MB  56 BI02
2142018551 2352033 19I GLO. MB  56 BL05
2142018551 2331072 19I GLO. MB  56 BH08
2142018551 2000006 19P GLO. B   56 MDEX201
2142018551 2332075 19P GLO. B   56 BG08
2142018551 2331075 19P GLO. B   56 BJ08
2142018551 2332000 19P GLO. MB  56 BG08
2142018551 2331077 19P GLO. MB  56 BJ08
2142018551 2332089 19O GLO. S   56 BK58
2142018551 2141125 19O GLO. MB  56 CM01
2142018551 2211092 19O GLO. B   56 HE05
2142018551 2342003 19O GLO. NA  56 BG02
2142018551 2332087 20I GLO. MB  56 BK58
2142018551 2331068 20I GLO. S   56 BK58
2142018551 2331069 20P GLO. B   56 BL08
2142018551 2255065 20O REC. MB  56 J55065
2142018551 2255064 20O REC. B   56 J55064
2142018686 2130034 14P GLO. NA  56 BA02
2142018686 2130034 14P REC. NA  56 J30034
2142018686 2300033 14P GLO. MB  56 BA02
2142018686 2300034 14P GLO. MB  56 BA02
2142018686 2300035 14P GLO. MB  56 BA02A
2142018686 2331064 14O GLO. NA  56 BC58
2142018686 2331062 14O GLO. S   56 BB08A
2142018686 2130034 14O GLO. NA  56 BA03
2142018686 2130034 14O REC. NA  56 J30034
2142018686 2331061 15I GLO. NA  56 BB07A
2142018686 2130034 15I REC. S   56 J30034
2142018686 2331063 15P GLO. MB  56 BC57
2142018686 2331064 15P GLO. S   56 BC07
2142018686 2132075 15O GLO. NA  56 BB01
2142018686 2331061 16I GLO. B   56 BB57
2142018686 2112013 16P GLO. S   56 BB01
2142018686 2331065 16P GLO. S   56 BD08
2142018686 2132075 17O GLO. B   56 BB03
2142018686 2122081 18I GLO. NA  56 BC01
2142018686 2122081 18O GLO. S   56 BC51
2142018686 2132061 18O GLO. S   56 BD01
2142018686 2331066 19I GLO. B   56 BE07
2142018686 2132060 19I GLO. NA  56 BC01
2142018686 2141025 19I GLO. B   56 BD51
2142018686 2132060 19P GLO. S   56 BC01
2142018686 2255064 19O GLO. NA  56 HD12
2142018686 2132062 19O GLO. NA  56 BE01
2142018686 2141026 19O GLO. NA  56 BE51
2142018686 2331067 20I GLO. B   56 BF08
2142018686 2255064 20I GLO. MB  56 HD11
2142018686 2132062 20I GLO. B   56 BE01
2142018686 2255065 20P GLO. MB  56 HE05
2142018686 2132064 20P GLO. MB  56 BG01
2142018686 2122082 20P GLO. B   56 BF02
2142018686 2332083 20P GLO. B   56 BJ08
2142018686 2141026 20P GLO. S   56 BE01
2142018686 2331073 20P GLO. S   56 BI08
2142018686 2132063 20P GLO. MB  56 BF01
2142018686 2255066 20O GLO. MB  56 HF09
2142018686 2331076 20O GLO. S   56 BK58
2142018686 2312056 20O GLO. S   56 BB01
2142018748 2130034 14P GLO. S   56 BA02
2142018748 2300033 14P GLO. B   56 BA02
2142018748 2300034 14P GLO. B   56 BA02
2142018748 2300035 14P GLO. MB  56 BA02B
2142018748 2331061 14O GLO. B   56 BB08A
2142018748 2132075 14O GLO. NA  56 BB04
2142018748 2331062 14O GLO. NA  56 BB08
2142018748 2331062 14O REC. NA  56 J31062
2142018748 2331064 15I GLO. NA  56 BC07
2142018748 2331062 15I GLO. B   56 BB58
2142018748 2132075 15I GLO. NA  56 BB03
2142018748 2132075 15I REC. S   56 J32075
2142018748 2331063 15P GLO. B   56 BC08
2142018748 2122081 15P GLO. S   56 BC51
2142018748 2331064 15P GLO. S   56 BC58
2142018748 2132060 15O GLO. NA  56 BC02
2142018748 2331065 15O GLO. NA  56 BD58
2142018748 2141025 15O GLO. NA  56 BD01
2142018748 2132060 16I GLO. B   56 BC01
2142018748 2331065 16I GLO. S   56 BD07
2142018748 2141025 16I GLO. B   56 BD02
2142018748 2132061 16P GLO. S   56 BD01
2142018748 2141026 16P GLO. S   56 BE51
2142018748 2331066 16P GLO. NA  56 BE07
2142018748 2112013 16O GLO. NA  56 BB51
2142018748 2132062 16O GLO. NA  56 BE02
2142018748 2331066 16O GLO. B   56 BE08
2142018748 2132062 17I GLO. S   56 BE01
2142018748 2132064 17I GLO. NA  56 BG02
2142018748 2331073 17I GLO. B   56 BI08
2142018748 2122082 17P GLO. S   56 BF01
2142018748 2112013 17P GLO. S   56 BB51
2142018748 2132064 17P GLO. B   56 BG01
2142018748 2122083 17O GLO. NA  56 BG01
2142018748 2132063 17O GLO. S   56 BF01
2142018748 2332083 17O GLO. NA  56 BJ08
2142018748 2332083 18I GLO. S   56 BJ08
2142018748 2331067 18I GLO. S   56 BF58
2142018748 2122083 18I GLO. S   56 BG01
2142018748 2331074 18P GLO. S   56 BI08
2142018748 2331076 18P GLO. B   56 BK08
2142018748 2332060 18P GLO. B   56 BG08
2142018748 2122084 18P GLO. NA  56 BH01
2142018748 2212013 18O GLO. MB  56 HH21
2142018748 2332074 18O GLO. NA  56 BG08
2142018748 2332080 18O GLO. B   56 BG08
2142018748 2331072 18O GLO. MB  56 BH08
2142018748 2122084 18O REC. B   56 J22084
2142018748 2000008 19I GLO. MB  56 MDEX302
2142018748 2211082 19I GLO. B   56 HC04
2142018748 2331078 19I GLO. S   56 BK57
2142018748 2332086 19I GLO. S   56 BK58
2142018748 2331077 19I GLO. S   56 BJ08
2142018748 2293089 19I GLO. B   56 HH02
2142018748 2332066 19P GLO. B   56 BG08
2142018748 2331075 19P GLO. S   56 BJ08
2142018748 2000001 19P GLO. NA  56 MDEX03
2142018748 2331068 19P GLO. S   56 BK58
2142018748 2331069 19O GLO. NA  56 BL08
2142018748 2332075 20I GLO. S   56 BG08
2142018748 2331069 20I REC. B   56 J31069A
2142018748 2332062 20P GLO. B   56 BG58
2142018748 2332087 20P GLO. B   56 BK58
2142018748 2132065 20P GLO. S   56 BH02
2142018748 2332089 20O GLO. B   56 BK58
2142018748 2255064 20O GLO. MB  56 HD03
2142018748 2332000 20O GLO. S   56 BK57
2142018944 2130034 14P GLO. S   56 BA02
2142018944 2300033 14P GLO. MB  56 BA02
2142018944 2300034 14P GLO. MB  56 BA02
2142018944 2300035 14P GLO. MB  56 BA02B
2142018944 2331061 14O GLO. NA  56 BB08A
2142018944 2112013 14O GLO. NA  56 BB52
2142018944 2132075 14O GLO. NA  56 BB04
2142018944 2331062 14O GLO. NA  56 BB08
2142018944 2331062 15I GLO. S   56 BB58
2142018944 2132075 15I GLO. NA  56 BB03
2142018944 2331061 15I GLO. NA  56 BB08
2142018944 2331063 15P GLO. NA  56 BC08
2142018944 2112013 15P GLO. NA  56 BB02
2142018944 2331064 15P GLO. NA  56 BC58
2142018944 2331063 16I GLO. MB  56 BC58
2142018944 2331064 16I GLO. NA  56 BC08
2142018944 2331064 16I REC. S   56 J31064
2142018944 2132075 16I REC. NA  56 J32075
2142018944 2331061 16P REC. S   56 J31061
2142018944 2132075 16P REC. NA  56 J32075
2142018944 2132075 17O REC. S   56 J20329
2142018944 2331065 18I GLO. S   56 BD08
2142018944 2132060 18O GLO. NA  56 BC51
2142018944 2122081 18O GLO. S   56 BC52
2142018944 2132061 19I GLO. NA  56 BD01
2142018944 2132060 19I GLO. NA  56 BC51
2142018944 2132060 19I REC. S   56 J32060
2142018944 2132061 19P GLO. MB  56 BD01
2142018944 2141025 19P GLO. S   56 BD51
2142018944 2132062 19P GLO. NA  56 BE02
2142018944 2331066 19O GLO. B   56 BE07
2142018944 2132062 19O GLO. MB  56 BE02
2142018944 2141026 19O GLO. S   56 BE51
2142018944 2122082 20I GLO. S   56 BF01
2142018944 2132063 20I GLO. B   56 BF02
2142018944 2331067 20I GLO. S   56 BF07
2142018944 2332083 20P GLO. B   56 BJ08
2142018944 2122083 20P GLO. S   56 BG01
2142018944 2331073 20P GLO. B   56 BI58
2142018944 2132064 20P GLO. B   56 BG02
2142018944 2332060 20P GLO. S   56 BG08
2142018944 2331074 20O GLO. B   56 BI08
2142018944 2132065 20O GLO. B   56 BH01
2142018944 2122084 20O GLO. S   56 BG51
2142019049 2130034 14P GLO. S   56 BA02
2142019049 2300033 14P GLO. MB  56 BA02
2142019049 2300034 14P GLO. MB  56 BA02
2142019049 2300035 14P GLO. MB  56 BA02B
2142019049 2112013 14O GLO. S   56 BB02
2142019049 2132075 14O GLO. S   56 BB04
2142019049 2331061 14O GLO. B   56 BB57
2142019049 2331062 14O GLO. NA  56 BB08
2142019049 2331062 15I GLO. B   56 BB58A
2142019049 2122081 15I GLO. B   56 BC01
2142019049 2132060 15I GLO. B   56 BC51
2142019049 2331064 15I GLO. NA  56 BC08
2142019049 2331063 15P GLO. B   56 BC58
2142019049 2132061 15P GLO. NA  56 BD01
2142019049 2141025 15P GLO. S   56 BD51
2142019049 2331064 15O GLO. S   56 BC07
2142019049 2255064 15O GLO. MB  56 HD12
2142019049 2132061 15O GLO. S   56 BD51
2142019049 2141026 16I GLO. S   56 BE51
2142019049 2132062 16I GLO. B   56 BE01
2142019049 2331066 16I GLO. B   56 BE07
2142019049 2132063 16P GLO. MB  56 BF51
2142019049 2122082 16P GLO. S   56 BF01
2142019049 2132064 16P GLO. B   56 BG02
2142019049 2331065 16P GLO. NA  56 BD58
2142019049 2331065 16O GLO. B   56 BD07A
2142019049 2331067 16O GLO. NA  56 BF07A
2142019049 2331073 16O GLO. B   56 BI08
2142019049 2132065 16O GLO. B   56 BH02
2142019049 2122083 16O GLO. B   56 BG01
2142019049 2331067 16O REC. B   56 J31067
2142019049 2255065 17I GLO. S   56 HE02
2142019049 2332060 17I GLO. B   56 BH08
2142019049 2332083 17I GLO. NA  56 BJ08
2142019049 2122084 17I GLO. NA  56 BH01
2142019049 2332066 17P GLO. B   56 BG58
2142019049 2331074 17P GLO. NA  56 BI58
2142019049 2332083 17P GLO. B   56 BJ58
2142019049 2331072 17P GLO. B   56 BH08
2142019049 2255066 17O GLO. MB  56 HF09
2142019049 2122084 17O GLO. NA  56 BG01
2142019049 2331076 17O GLO. B   56 BK08
2142019049 2331074 17O REC. NA  56 J31074
2142019049 2332080 18I GLO. NA  56 BG08
2142019049 2331074 18I GLO. NA  56 BI08
2142019049 2332080 18P GLO. B   56 BG08
2142019049 2241091 18P GLO. NA  56 HC53
2142019049 2255413 18O GLO. B   56 HA02
2142019049 2352016 18O GLO. S   56 BL55
2142019049 2321088 18O REC. MB  56 J21088
2142019049 2122084 18O REC. S   56 J22084
2142019049 2255183 19I GLO. B   56 HA06
2142019049 2332089 19I GLO. B   56 BK08
2142019049 2331078 19I GLO. S   56 BK57
2142019049 2331077 19I GLO. MB  56 BJ08
2142019049 2312058 19I GLO. NA  56 BG01
2142019049 2331074 19I REC. S   56 J31074
2142019049 2255317 19P GLO. MB  56 BA51
2142019049 2332059 19P GLO. B   56 BG08
2142019049 2332075 19P GLO. NA  56 BG08
2142019049 2332086 19P GLO. MB  56 BK08
2142019049 2331068 19P GLO. NA  56 BK58
2142019049 2331068 19P REC. B   56 J31068
2142019049 2332075 19P REC. S   56 J32075
2142019049 2331075 19O GLO. S   56 BJ58
2142019049 2331069 19O GLO. NA  56 BL08
2142019049 2331069 19O REC. B   56 J31069A
2142019049 2332062 19O REC. MB  56 J32062
2142019049 2342033 20P GLO. B   56 BH02
2142019049 2242036 20P GLO. MB  56 HA53
2142019147 2130034 14P GLO. S   56 BA02
2142019147 2300033 14P GLO. MB  56 BA02
2142019147 2300034 14P GLO. MB  56 BA02
2142019147 2300035 14P GLO. MB  56 BA02B
2142019147 2331064 14O GLO. S   56 BC58
2142019147 2112013 14O GLO. NA  56 BB02
2142019147 2132075 14O GLO. S   56 BB04
2142019147 2331061 14O GLO. B   56 BB57
2142019147 2331062 14O GLO. NA  56 BB08
2142019147 2331062 14O REC. NA  56 J31062
2142019147 2132060 15I GLO. NA  56 BC51
2142019147 2331062 15I REC. B   56 J31062
2142019147 2122081 15P GLO. NA  56 BC04
2142019147 2112013 15P GLO. S   56 BB02
2142019147 2132060 15P GLO. NA  56 BC03
2142019147 2331063 15P REC. MB  56 J31063
2142019147 2331065 15O GLO. NA  56 BD58
2142019147 2122081 15O GLO. S   56 BC02
2142019147 2141025 15O REC. S   56 J41025
2142019147 2331065 16I GLO. B   56 BD07
2142019147 2132061 16I GLO. NA  56 BD51
2142019147 2132060 16I REC. NA  56 J32060
2142019147 2331066 16I REC. B   56 J31066
2142019147 2132061 16P GLO. S   56 BD01
2142019147 2141026 16P GLO. S   56 BE01
2142019147 2132060 16P REC. NA  56 J32060
2142019147 2331067 16P REC. S   56 J31067
2142019147 2332083 16O GLO. NA  56 BJ08
2142019147 2132064 16O GLO. B   56 BG01
2142019147 2331073 16O GLO. B   56 BI08
2142019147 2132065 17I GLO. S   56 BH02
2142019147 2332083 17I GLO. S   56 BJ08
2142019147 2255064 17I REC. MB  56 J55064
2142019147 2331076 17P GLO. B   56 BK08
2142019147 2132060 17P REC. S   56 J20687
2142019147 2255065 17P REC. MB  56 J55065
2142019147 2132062 17O GLO. NA  56 BE01
2142019147 2332060 17O GLO. NA  56 BH08
2142019147 2255066 18I GLO. NA  56 HF05
2142019147 2132062 18I GLO. NA  56 BE02
2142019147 2332060 18I GLO. NA  56 BH08
2142019147 2332060 18I REC. NA  56 J32060
2142019147 2255066 18I REC. S   56 J55066
2142019147 2332060 18P REC. S   56 J32060
2142019147 2255183 18O GLO. NA  56 HA04
2142019147 2211075 18O GLO. S   56 HA54
2142019147 2331072 18O GLO. B   56 BH58
2142019147 2242036 18O GLO. NA  56 HA54
2142019147 2242036 19I GLO. S   56 HA54
2142019147 2332074 19I GLO. S   56 BG08
2142019147 2212013 19P GLO. B   56 HH12
2142019147 2332057 19P GLO. S   56 BG08
2142019147 2132062 19P REC. NA  56 J32062
2142019147 2255183 19O GLO. MB  56 HA12
2142019147 2332080 19O GLO. NA  56 BG08
2142019147 2342044 19O GLO. S   56 BJ02
2142019147 2331096 20I GLO. S   56 BH07
2142019147 2132062 20I REC. S   56 J32062
2142019147 2332075 20P GLO. B   56 BG08
2142019441 2130034 14P GLO. S   56 BA02
2142019441 2300033 14P GLO. MB  56 BA02
2142019441 2300034 14P GLO. MB  56 BA02
2142019441 2300035 14P GLO. MB  56 BA02B
2142019441 2331064 14O GLO. S   56 BC58
2142019441 2331062 14O GLO. B   56 BB08A
2142019441 2132075 14O GLO. NA  56 BB04
2142019441 2112013 14O GLO. S   56 BB01
2142019441 2331063 15I GLO. B   56 BC57
2142019441 2331061 15I GLO. MB  56 BB07
2142019441 2331065 15P GLO. MB  56 BD08
2142019441 2132075 15P GLO. MB  56 BB04
2142019441 2132060 15O GLO. NA  56 BC02
2142019441 2122081 15O GLO. NA  56 BC02
2142019441 2132060 16I GLO. MB  56 BC01
2142019441 2122081 16I GLO. S   56 BC01
2142019441 2132061 16I GLO. NA  56 BD51
2142019441 2132061 16P GLO. B   56 BD01
2142019441 2132062 16P GLO. S   56 BE02
2142019441 2141025 16P GLO. NA  56 BD01
2142019441 2331066 16O GLO. NA  56 BE07
2142019441 2122082 16O GLO. NA  56 BF01
2142019441 2141025 16O GLO. B   56 BD01
2142019441 2132063 16O GLO. S   56 BF51
2142019441 2122082 16O REC. NA  56 J22082
2142019441 2331066 17I GLO. S   56 BE08
2142019441 2141026 17I GLO. B   56 BE51
2142019441 2332083 17I GLO. B   56 BJ08
2142019441 2331073 17I GLO. MB  56 BI08
2142019441 2132064 17P GLO. MB  56 BG01
2142019441 2331076 17P GLO. B   56 BK58
2142019441 2332060 17P GLO. NA  56 BH08
2142019441 2331067 17P GLO. S   56 BF07
2142019441 2122082 17P GLO. NA  56 BF03
2142019441 2122082 17P REC. NA  56 J22082
2142019441 2132065 17O GLO. NA  56 BH01
2142019441 2332060 18I GLO. B   56 BH08
2142019441 2122082 18I REC. B   56 J22082
2142019441 2122083 18P GLO. B   56 BG51
2142019441 2211087 18O GLO. NA  56 HD03
2142019441 2122084 18O GLO. NA  56 BG52
2142019441 2332086 18O GLO. S   56 BL07
2142019441 2331074 18O GLO. NA  56 BI58
2142019441 2332057 19I GLO. NA  56 BG08
2142019441 2331078 19I GLO. S   56 BK57
2142019441 2122084 19I GLO. S   56 BH51
2142019441 2332075 19P GLO. B   56 BG08
2142019441 2332074 19P GLO. S   56 BG08
2142019441 2211075 19P GLO. S   56 HA60
2142019441 2332087 19O GLO. B   56 BK07
2142019441 2331077 19O GLO. NA  56 BJ08
2142019441 2331074 19O GLO. S   56 BI58
2142019441 2352002 19O GLO. S   56 BL05
2142019441 2352018 19O GLO. B   56 BJ55
2142019441 2132065 19O GLO. B   56 BH01
2142019441 2352032 19O REC. MB  56 J52032
2142019441 2255183 20I GLO. S   56 HA02
2142019441 2000008 20I GLO. B   56 MDEX301
2142019441 2331077 20I GLO. MB  56 BJ08
2142019441 2342027 20P GLO. S   56 BJ02
2142019441 2331068 20P REC. B   56 J31068
2142019441 2332062 20O GLO. MB  56 BG58
2142019441 2331072 20O GLO. S   56 BH58
2142019441 2331069 20O REC. B   56 J31069A
2142019496 2130034 14P GLO. S   56 BA02
2142019496 2300033 14P GLO. MB  56 BA02
2142019496 2300034 14P GLO. MB  56 BA02
2142019496 2300035 14P GLO. MB  56 BA02B
2142019496 2331061 14O GLO. NA  56 BB08A
2142019496 2112013 14O GLO. S   56 BB52
2142019496 2132075 14O GLO. S   56 BB04
2142019496 2331062 14O GLO. NA  56 BB08
2142019496 2331061 15I GLO. NA  56 BB07A
2142019496 2122081 15I GLO. S   56 BC03
2142019496 2331062 15I REC. B   56 J31062
2142019496 2331063 15P GLO. MB  56 BC57
2142019496 2331064 15P GLO. S   56 BC07
2142019496 2132060 15P GLO. NA  56 BC02
2142019496 2141025 15P GLO. B   56 BD51
2142019496 2132060 15O GLO. NA  56 BC02
2142019496 2141026 15O GLO. S   56 BE52
2142019496 2331065 15O REC. B   56 J31065
2142019496 2132061 16I GLO. S   56 BD51
2142019496 2132060 16I REC. NA  56 J32060
2142019496 2331066 16I REC. MB  56 J31066
2142019496 2331061 16P REC. B   56 J31061
