matricula  U.E.A. Trim Ev. Cal Plan
2122021963 2312079 15I GLO. NA  54 BE01
2122021963 2351076 16I GLO. MB  54 BE55
2122021963 2312063 16I GLO. NA  54 BH51
2122021963 2351087 16I GLO. B   54 BI05
2122021963 2351081 16P GLO. MB  54 BG05
2122021963 2351089 16P GLO. NA  54 BJ55
2122021963 2312082 16O GLO. S   54 BG05
2122021963 2312058 16O GLO. S   54 BG01A
2122021963 2351090 16O GLO. MB  54 BJ05
2122021963 2341086 16O REC. B   54 J41086
2122021963 2341093 17I GLO. NA  54 BD01A
2122021963 2351085 17I GLO. B   54 BH05
2122021963 2351083 17I GLO. B   54 BH05A
2122021963 2341089 17I REC. B   54 J41089
2122021963 2341093 17I REC. NA  54 J41093
2122021963 2351079 17P GLO. S   54 BF55
2122021963 2352038 17P GLO. B   54 BD05
2122021963 2351086 17P GLO. MB  54 BI05
2122021963 2351088 17P REC. B   54 J51088
2122021963 2293052 17O GLO. NA  54 HA01
2122021963 2000001 17O GLO. MB  54 MDEX201
2122021963 2341093 17O GLO. B   54 BD51
2122021963 2351089 17O GLO. B   54 BJ05
2122021963 2000002 18I GLO. B   54 MDEX301
2122021963 2342005 18I GLO. NA  54 BH02
2122021963 2255183 18I GLO. NA  54 HA52
2122021963 2312057 18I GLO. MB  54 BF01
2122021963 2342000 18I GLO. NA  54 BE05
2122021963 2321088 18I REC. MB  54 J21088
2122021963 2352036 18I REC. S   54 J52036
2122021963 2293036 18P GLO. NA  54 HF01
2122021963 2255143 18P GLO. MB  54 HJ01
2122021963 2321089 18P GLO. MB  54 BF06
2122021963 2321082 18P GLO. MB  54 BI06B
2122021963 2352008 18O GLO. S   54 BJ05
2122021963 2000005 18O GLO. B   54 MDEX201
2122021963 2352033 18O GLO. MB  54 BL05
2122021963 2342000 19I GLO. MB  54 BD01
2122021963 2352014 19I GLO. S   54 BL05
2122021963 2352030 19I GLO. MB  54 BL05
2122021963 2352020 19I GLO. MB  54 BL05
2122021963 2352034 19I REC. MB  54 J52034
2122021963 2351096 19P GLO. MB  54 BK05
2122021963 2352012 19P GLO. MB  54 BK05
2122021963 2351074 19P REC. NA  54 J51074
2122021963 2351084 19O GLO. B   54 BH05
2122021963 2351082 19O GLO. B   54 BG05A
2122021963 2351075 19O GLO. B   54 BB05A
2122021963 2351074 19O REC. MB  54 J51074
2122021963 2351078 20I GLO. MB  54 BE05
2122021963 2351080 20I GLO. MB  54 BF05
2122021963 2351091 20P GLO. MB  54 BJ05Q
2122021963 2351092 20O GLO. MB  54 BK05Q
2122021963 2255064 20O REC. MB  54 J55064
2122022059 2300033 12P GLO. EQ  54
2122022059 2300034 12P GLO. EQ  54
2122022059 2300035 12P GLO. EQ  54
2122022059 2352035 12P GLO. EQ  54
2122022059 2255066 12O GLO. EQ  54
2122022059 2341089 12O GLO. EQ  54
2122022059 2341086 13I GLO. B   54 BB51
2122022059 2351077 13I GLO. S   54 BC05
2122022059 2352036 13I GLO. B   54 BC01
2122022059 2341090 13P GLO. S   54 BC53
2122022059 2341093 13P GLO. S   54 BD02
2122022059 2351074 13P GLO. MB  54 BD05
2122022059 2352034 13P GLO. B   54 BF51
2122022059 2342000 13O GLO. B   54 BF02
2122022059 2351075 13O GLO. NA  54 BB05
2122022059 2351075 13O REC. NA  54 J51075
2122022059 2351078 13O GLO. S   54 BE05
2122022059 2351080 13O GLO. NA  54 BF05
2122022059 2351080 13O REC. NA  54 J51080
2122022059 2312063 14I GLO. NA  54 BH01A
2122022059 2342008 14I GLO. B   54 BI52
2122022059 2351075 14I REC. NA  54 J51075
2122022059 2351080 14I REC. NA  54 J51080
2122022059 2351084 14I GLO. B   54 BH05
2122022059 2352038 14I GLO. NA  54 BC51
2122022059 2312060 14P GLO. NA  54 BF05
2122022059 2312063 14P REC. S   54 J12063
2122022059 2351080 14P GLO. B   54 BF55
2122022059 2352038 14P REC. NA  54 J52038
2122022059 2351075 14O REC. B   54 J51075
2122022059 2351076 14O GLO. MB  54 BE55
2122022059 2352038 14O REC. NA  54 J52038
2122022059 2255064 15I GLO. MB  54 HD07
2122022059 2312060 15I GLO. NA  54 BF05
2122022059 2312060 15I REC. NA  54 J12060
2122022059 2351079 15I GLO. B   54 BF55
2122022059 2352038 15P GLO. S   54 BD05
2122022059 2351081 15P GLO. MB  54 BG05
2122022059 2255065 15P GLO. MB  54 HE06
2122022059 2342019 15P GLO. B   54 BF04
2122022059 2342003 15O GLO. S   54 BG02A
2122022059 2224041 15O GLO. MB  54 HA01
2122022059 2255101 15O GLO. B   54 HA51
2122022059 2342027 15O GLO. NA  54 BH04
2122022059 2000004 15O GLO. MB  54 MDEX301
2122022059 2342027 15O REC. NA  54 J42027
2122022059 2342036 16I GLO. NA  54 BJ02A
2122022059 2312057 16I GLO. B   54 BF51
2122022059 2342036 16I REC. NA  54 J42036
2122022059 2342027 16I REC. S   54 J42027
2122022059 2141117 16P GLO. B   54 CM01
2122022059 2255143 16P GLO. S   54 HJ51
2122022059 2351087 16P GLO. NA  54 BI05
2122022059 2312060 16P REC. S   54 J12060
2122022059 2351087 16P REC. NA  54 J51087
2122022059 2352027 16O GLO. MB  54 BL55
2122022059 2352008 16O GLO. S   54 BK05
2122022059 2352026 16O GLO. S   54 BL05
2122022059 2312082 16O REC. NA  54 J12082
2122022059 2110016 17I GLO. S   54 CA51
2122022059 2351083 17I GLO. S   54 BH05A
2122022059 2351087 17I GLO. NA  54 BI55
2122022059 2351087 17I REC. S   54 J51087
2122022059 2312082 17P GLO. NA  54 BG05A
2122022059 2351096 17P GLO. MB  54 BK05
2122022059 2351086 17P GLO. B   54 BI55
2122022059 2351090 17O GLO. B   54 BJ05
2122022059 2312082 17O GLO. S   54 BG55
2122022059 2351089 17O GLO. NA  54 BJ05
2122022059 2351082 17O GLO. NA  54 BG05B
2122022059 2351089 17O REC. NA  54 J51089
2122022059 2351085 18I GLO. NA  54 BH05
2122022059 2352004 18I GLO. NA  54 BJ05
2122022059 2351091 18I GLO. MB  54 BJ05B
2122022059 2351085 18I REC. NA  54 J51085
2122022059 2351089 18P GLO. S   54 BJ05
2122022059 2351092 18P GLO. B   54 BK05B
2122022059 2352029 18P GLO. S   54 BK55
2122022059 2352016 18O GLO. NA  54 BL55
2122022059 2351085 18O GLO. NA  54 BH05
2122022059 2351093 18O GLO. NA  54 BL05B
2122022059 2351082 18O GLO. NA  54 BG05B
2122022059 2352016 19I GLO. NA  54 BL55
2122022059 2351093 19I GLO. NA  54 BL05S
2122022059 2351085 19I REC. NA  54 J51085
2122022059 2351093 19P GLO. B   54 BL05T
2122022059 2351082 19P REC. B   54 J52082
2122022059 2352031 19O GLO. B   54 BL55
2122022059 2352032 19O GLO. MB  54 BL55
2122022059 2352011 20I GLO. S   54 BL55
2122022059 2122111 20I GLO. B   54 CJ01
2122022059 2352024 20P GLO. B   54 BK55
2123011201 2151025 15P GLO. MB  22 CE02
2123011201 2151026 15O GLO. MB  22 CF51
2123011201 2151027 16I GLO. MB  22 CG52
2123011201 2255317 17I GLO. B   22 BA51
2123011201 2300033 17P GLO. MB  54 BA51
2123011201 2312060 17P GLO. MB  54 BF55
2123011201 2352034 17P GLO. MB  54 BA05A
2123011201 2300035 17P GLO. AO  54
2123011201 2110016 17P GLO. AO  54
2123011201 2312082 17P GLO. AO  54
2123011201 2352035 17P GLO. AO  54
2123011201 2352036 17P GLO. AO  54
2123011201 2300034 17P REC. MB  54 J00034
2123011201 2341086 17O GLO. B   54 BB01
2123011201 2255064 17O GLO. MB  54 HD06
2123011201 2351075 17O GLO. MB  54 BB05
2123011201 2255065 18I GLO. MB  54 HE04
2123011201 2351077 18I GLO. MB  54 BC05
2123011201 2341089 18I GLO. MB  54 BC05
2123011201 2312057 18I GLO. MB  54 BF01
2123011201 2255066 18P GLO. MB  54 HF04
2123011201 2352038 18P GLO. MB  54 BD05
2123011201 2341093 18P GLO. MB  54 BD05
2123011201 2351074 18O GLO. MB  54 BD05
2123011201 2342000 18O GLO. MB  54 BD01
2123011201 2312061 18O GLO. MB  54 BH01
2123011201 2351080 19I GLO. MB  54 BF05
2123011201 2351076 19I GLO. MB  54 BE05
2123011201 2351078 19I GLO. MB  54 BE05
2123011201 2351084 19I GLO. MB  54 BH05
2123011201 2321082 19P GLO. MB  54 BI06A
2123011201 2351082 19P GLO. MB  54 BG05
2123011201 2351079 19P GLO. B   54 BF05
2123011201 2351081 19O GLO. MB  54 BG05
2123011201 2351085 19O GLO. B   54 BH05
2123011201 2351083 19O GLO. B   54 BH05
2123011201 2312087 20I GLO. MB  54 BI01
2123011201 2351087 20I GLO. MB  54 BI05
2123011201 2351086 20I GLO. MB  54 BI05
2123011201 2312066 20I GLO. MB  54 BI01
2123011201 2352014 20P GLO. MB  54 BK05
2123011201 2321088 20P GLO. MB  54 BF06
2123011201 2351088 20P GLO. B   54 BI05
2123011201 2351089 20P GLO. MB  54 BJ55
2123011201 2351090 20P GLO. MB  54 BJ05
2123011201 2352015 20O GLO. MB  54 BL55
2123011201 2352024 20O GLO. MB  54 BL05
2123011201 2352004 20O GLO. MB  54 BJ05
2123019583 2300033 12O GLO. EQ  54
2123019583 2300034 12O GLO. EQ  54
2123019583 2300035 12O GLO. EQ  54
2123019583 2352035 12O GLO. EQ  54
2123019583 2341086 13I GLO. NA  54 BB04
2123019583 2341086 13I REC. S   54 J4186
2123019583 2351077 13I GLO. NA  54 BC05
2123019583 2351077 13I REC. MB  54 J5177
2123019583 2352034 13I GLO. MB  54 BA05
2123019583 2352036 13I GLO. NA  54 BC51
2123019583 2342005 13P GLO. MB  54 BH02
2123019583 2351074 13P REC. MB  54 J51074
2123019583 2352036 13P REC. B   54 J52036
2123019583 2312060 13O GLO. NA  54 BF05
2123019583 2312063 13O GLO. S   54 BH51
2123019583 2341089 13O GLO. S   54 BC51
2123019583 2351082 13O GLO. NA  54 BG05
2123019583 2312057 14I GLO. NA  54 BF51
2123019583 2352038 14I GLO. NA  54 BD05
2123019583 2312057 14P GLO. NA  54 BF51
2123019583 2321088 14P GLO. MB  54 BF06
2123019583 2341093 14P GLO. S   54 BD02
2123019583 2351075 14O GLO. S   54 BB55
2123019583 2351078 14O GLO. B   54 BE55
2123019583 2351076 15I GLO. NA  54 BE55
2123019583 2312060 15O GLO. NA  54 BG51
2123019583 2312061 16I GLO. NA  54 BH01
2123019583 2352038 16I GLO. NA  54 BC51
2123019583 2342000 16P GLO. NA  54 BF52
2123019583 2342000 17I GLO. NA  54 BF02
2123019583 2351076 17I GLO. B   54 BE55
2123019583 2351081 17P GLO. S   54 BG55
2123019583 2312060 17P REC. NA  54 J12060
2123019583 2342000 17P REC. NA  54 J42000
2123019583 2312061 17O GLO. S   54 BH01
2123019583 2312060 17O REC. B   54 J12060
2123019583 2351080 18I GLO. B   54 BF55
2123019583 2342000 18I REC. S   54 J42000
2123019583 2211075 18P GLO. B   54 HA13
2123019583 2255317 18P GLO. B   54 BA52
2123019583 2000013 18O GLO. NA  54 MDEX251
2123019583 2321082 20I GLO. MB  54 BI06A
2123019583 2351083 20I GLO. S   54 BH05A
2123019583 2312089 20P GLO. B   54 BI01
2123019583 2351079 20P REC. S   54 J51079
2123019770 2300033 12O GLO. EQ  54
2123019770 2300034 12O GLO. EQ  54
2123019770 2300035 12O GLO. EQ  54
2123019770 2351077 13I GLO. NA  54 BC05
2123019770 2352034 13I GLO. MB  54 BA05
2123019770 2352035 13I GLO. NA  54 BA02
2123019770 2351075 13P GLO. B   54 BB55
2123019770 2352035 13P GLO. S   54 BE01
2123019770 2351077 13O GLO. MB  54 BC05
2123019770 2352036 13O GLO. NA  54 BC02
2123019770 2312060 14P GLO. NA  54 BF05
2123019770 2312057 15I GLO. NA  54 BF51
2123019770 2321088 15I GLO. B   54 BF06
2123019770 2341090 15I GLO. B   54 BC52
2123019770 2351087 15P GLO. NA  54 BI05
2123019770 2351082 15P GLO. NA  54 BG55
2123019770 2351074 15O GLO. NA  54 BD55
2123019770 2312060 16I GLO. NA  54 BF55
2123019770 2312052 16O GLO. NA  54 BB01B
2123019770 2351084 16O GLO. NA  54 BH05
2123019770 2351076 17I GLO. NA  54 BE55
2123019770 2352036 17P GLO. NA  54 BC03
2123019770 2312061 17O GLO. NA  54 BH51
2123019770 2341086 17O GLO. NA  54 BB52
2123019770 2351084 17O GLO. NA  54 BH55
2123019770 2351076 18I GLO. MB  54 BE55
2123019770 2351074 18P GLO. NA  54 BD55
2123019770 2351079 18P GLO. NA  54 BF55
2123019770 2312063 18O GLO. NA  54 BH01A
2123019770 2312048 18O GLO. NA  54 BB51
2123019770 2351087 19I GLO. NA  54 BI05
2123019770 2342006 19I GLO. NA  54 BI52
2123019770 2312057 19P GLO. NA  54 BF51
2123019770 2351081 19P GLO. MB  54 BG55
2123019770 2351083 19O GLO. NA  54 BH05
2123041076 2312060 19P GLO. MB  54 BF55
2123041076 2300033 19P GLO. MB  54 BA06
2123041076 2300035 19P GLO. B   54 BA03B
2123041076 2352034 19P GLO. MB  54 BA05
2123041076 2352035 19P REC. MB  54 J52035
2123041076 2300034 19P REC. S   54 J00034
2123041076 2312082 19O GLO. MB  54 BG05
2123041076 2352036 19O GLO. MB  54 BC03
2123041076 2341086 19O GLO. B   54 BB02
2123041076 2351075 19O GLO. MB  54 BB05A
2123041076 2351077 20I REC. B   54 J51077
2123041076 2321089 20I REC. MB  54 J21089
2123041076 2341089 20P GLO. MB  54 BC05
2123041076 2351074 20P GLO. B   54 BD05
2123050888 2300033 12O GLO. EQ  54
2123050888 2300034 12O GLO. EQ  54
2123050888 2300035 12O GLO. EQ  54
2123050888 2351077 13I GLO. MB  54 BC55
2123050888 2352034 13I GLO. B   54 BF01
2123050888 2352035 13I GLO. MB  54 BA52
2123050888 2312057 13P GLO. B   54 BF01
2123050888 2312058 13P GLO. MB  54 BG51
2123050888 2341090 13P GLO. B   54 BC52
2123050888 2342006 13P GLO. NA  54 BI52
2123050888 2352036 13P GLO. S   54 BC51
2123050888 2341086 13O GLO. NA  54 BB04
2123050888 2341091 13O GLO. S   54 BC02
2123050888 2342005 13O GLO. MB  54 BH52
2123050888 2351075 13O GLO. NA  54 BB05
2123050888 2321089 14I GLO. MB  54 BE06A
2123050888 2351074 14I GLO. NA  54 BD05A
2123050888 2312060 14P GLO. B   54 BF55
2123050888 2351082 14P GLO. NA  54 BG55
2123050888 2341086 14O GLO. S   54 BB51
2123050888 2351074 14O GLO. S   54 BD05
2123050888 2351076 14O REC. MB  54 J51076
2123050888 2255064 15I GLO. NA  54 HD51
2123050888 2351075 15I GLO. NA  54 BB05
2123050888 2312082 16O GLO. S   54 BG05
2123050888 2255064 16O GLO. NA  54 HD07
2123050888 2351084 16O GLO. NA  54 BH05
2123050888 2255064 16O REC. S   54 J55064
2123050888 2351082 16O REC. NA  54 J51082
2123050888 2255065 17I GLO. MB  54 HE05
2123050888 2351078 17I GLO. S   54 BE05
2123050888 2351080 17I GLO. NA  54 BF05
2123050888 2341093 17P GLO. NA  54 BD02
2123050888 2341089 17P GLO. NA  54 BC02
2123050888 2351082 17P GLO. NA  54 BG05
2123050888 2351082 17P REC. NA  54 J51082
2123050888 2255066 17O GLO. NA  54 HF14
2123050888 2000014 17O GLO. NA  54 MDEX201
2123050888 2341089 17O GLO. S   54 BC01
2123050888 2351084 17O GLO. NA  54 BH05
2123050888 2351080 18I GLO. B   54 BF05
2123050888 2351087 18I GLO. B   54 BI05A
2123050888 2352038 18P GLO. S   54 BD05
2123050888 2255066 18P GLO. NA  54 HF01
2123050888 2351089 18P GLO. NA  54 BJ05
2123050888 2000013 18O GLO. NA  54 MDEX251
2123050888 2351089 18O GLO. NA  54 BJ05
2123050888 2351081 19P GLO. S   54 BG05
2123050888 2341093 19P GLO. NA  54 BD05
2123050888 2351082 19P REC. S   54 J52082
2123050888 2351090 19O GLO. S   54 BJ05
2123050888 2351083 20I GLO. B   54 BH05
2123050888 2331078 20P GLO. S   54 BK07
2123050888 2351086 20P GLO. B   54 BI05
2123050888 2312087 20O GLO. S   54 BI01
2123050888 2351089 20O REC. B   54 J51089
2123050888 2255066 20O REC. B   54 J55066
2132021171 2300033 13P GLO. S   54 BA02
2132021171 2300034 13P GLO. S   54 BA02
2132021171 2300035 13P GLO. MB  54 BA02A
2132021171 2352034 13P GLO. MB  54 BA02
2132021171 2312057 13O GLO. NA  54 BF01
2132021171 2341086 13O GLO. B   54 BB04
2132021171 2351075 13O GLO. NA  54 BB05
2132021171 2352035 13O GLO. B   54 BB03
2132021171 2312060 14I GLO. S   54 BF05
2132021171 2321082 14I GLO. MB  54 BI06
2132021171 2351077 14I GLO. MB  54 BC05
2132021171 2352036 14I GLO. MB  54 BC01
2132021171 2312082 14P GLO. NA  54 BG05
2132021171 2341089 14P GLO. S   54 BC02A
2132021171 2351082 14P GLO. S   54 BG05
2132021171 2351074 14O GLO. S   54 BD05
2132021171 2312057 15I GLO. S   54 BF51
2132021171 2341093 15I GLO. S   54 BD05
2132021171 2352038 15I GLO. NA  54 BD05
2132021171 2312090 15P GLO. MB  54 BI01
2132021171 2351075 15P GLO. B   54 BB05
2132021171 2351078 15P GLO. B   54 BE55
2132021171 2342000 15O GLO. S   54 BE05
2132021171 2312058 15O GLO. NA  54 BG51
2132021171 2351087 15O GLO. B   54 BI05
2132021171 2242036 16I GLO. NA  54 HD01
2132021171 2110016 16I GLO. NA  54 CA01
2132021171 2351084 16I REC. B   54 J51084
2132021171 2352038 16P GLO. S   54 BD55
2132021171 2312082 16P GLO. S   54 BG05
2132021171 2293036 16P GLO. NA  54 HF01
2132021171 2291098 16O GLO. NA  54 HC51
2132021171 2281081 16O GLO. MB  54 HH03
2132021171 2342003 16O GLO. NA  54 BF52
2132021171 2211092 17I GLO. NA  54 HE10
2132021171 2351076 17I GLO. MB  54 BE55
2132021171 2351080 17I GLO. NA  54 BF05
2132021171 2351080 17I REC. MB  54 J51080
2132021171 2342005 17P GLO. S   54 BH52
2132021171 2351081 17P GLO. B   54 BG05
2132021171 2312061 18I GLO. NA  54 BH51
2132021171 2211092 18I GLO. NA  54 HE15
2132021171 2110016 18P GLO. NA  54 CA01
2132021171 2312048 18P GLO. NA  54 BB01
2132021171 2291098 18P GLO. B   54 HC52
2132021171 2351083 19I GLO. NA  54 BH05A
2132021171 2255413 19I GLO. MB  54 HA03
2132021171 2351079 19I GLO. S   54 BF05
2132021171 2352031 19P GLO. MB  54 BL05
2132021171 2312063 19P GLO. B   54 BH01
2132021171 2352024 19P GLO. MB  54 BK55
2132021171 2351096 19P GLO. B   54 BK05
2132021171 2351090 19O GLO. B   54 BJ05
2132021171 2351089 19O GLO. S   54 BJ05
2132021171 2352017 19O GLO. NA  54 BL05
2132021171 2141116 20I GLO. MB  54 CM01
2132021171 2351083 20I GLO. B   54 BH05A
2132021171 2351086 20P GLO. B   54 BI05
2132021171 2352017 20P GLO. B   54 BK55
2132021171 2351085 20O GLO. S   54 BH05
2132021171 2352015 20O GLO. B   54 BL55
2132021171 2352027 20O GLO. MB  54 BL55
2132021751 2300033 13P GLO. B   54 BA52
2132021751 2300034 13P GLO. MB  54 BA52
2132021751 2300035 13P GLO. B   54 BA52B
2132021751 2352034 13P GLO. MB  54 BA52
2132021751 2341086 13O GLO. NA  54 BB04
2132021751 2351075 13O GLO. NA  54 BB55
2132021751 2352035 13O GLO. NA  54 BB03
2132021751 2341086 14O GLO. S   54 BB51
2132021751 2352035 14O GLO. MB  54 BE51
2132021751 2341089 15I GLO. NA  54 BC51
2132021751 2351077 15I GLO. B   54 BC05
2132021751 2352036 15I GLO. MB  54 BF01
2132021751 2341093 15P GLO. B   54 BD52
2132021751 2341089 15P REC. MB  54 J41089
2132021751 2351084 15O GLO. B   54 BH55
2132021751 2351075 16I GLO. MB  54 BB55
2132021751 2312060 16I GLO. S   54 BF55
2132021751 2255064 16I GLO. MB  54 HD52
2132021751 2352038 16P GLO. NA  54 BD55
2132021751 2255065 16P GLO. MB  54 HE14
2132021751 2342000 16P GLO. MB  54 BD51
2132021751 2351074 16P GLO. NA  54 BD05
2132021751 2255066 16O GLO. MB  54 HF52
2132021751 2351087 17I GLO. B   54 BI55
2132021751 2352038 17I GLO. B   54 BC51
2132021751 2351074 17P GLO. B   54 BD55
2132021751 2351089 17P GLO. S   54 BJ05
2132021751 2351082 17P GLO. NA  54 BG05
2132021751 2351078 17O GLO. NA  54 BE55
2132021751 2351090 18O GLO. MB  54 BJ05
2132021751 2351082 18O GLO. B   54 BG05B
2132022650 2300035 13P GLO. B   55 BA06A
2132022650 2300034 13P GLO. B   55 BA06
2132022650 2300033 13P GLO. MB  55 BA06
2132022650 2352035 14P GLO. NA  55 BB02
2132022650 2352035 15I GLO. B   55 BE02
2132022650 2341086 17I GLO. NA  54 BB02
2132022650 2351077 17I GLO. NA  54 BC05
2132022650 2352036 17I GLO. NA  54 BC51
2132022650 2351087 17I GLO. NA  54 BI55
2132022650 2352034 17P GLO. NA  54 BF01
2132022650 2351087 18I GLO. S   54 BI05A
2132022650 2351077 18I GLO. MB  54 BC05
2132022650 2351074 18P GLO. S   54 BD55
2132022650 2312066 18P GLO. NA  54 BI51
2132022650 2351089 18P GLO. S   54 BJ55
2132022650 2352034 18P GLO. NA  54 BA05A
2132022650 2352036 18O GLO. NA  54 BC01
2132022650 2351078 18O REC. S   54 J51078
2132022650 2352034 18O REC. S   54 J52034
2132022650 2351080 19I GLO. B   54 BF05
2132022650 2351076 19I GLO. B   54 BE05
2132022650 2351083 20I GLO. S   54 BH05A
2132022650 2351084 20I GLO. B   54 BH05
2132022650 2351075 20I REC. B   54 J51075
2132022650 2351081 20P GLO. S   54 BG55
2132022650 2351086 20P GLO. B   54 BI05
2132022650 2351090 20O GLO. MB  54 BJ05
2132043033 2300033 13P GLO. S   54 BA02
2132043033 2300034 13P GLO. NA  54 BA02
2132043033 2300034 13P REC. NA  54 J00034
2132043033 2300035 13P GLO. MB  54 BA02A
2132043033 2352034 13P GLO. B   54 BA02
2132043033 2300034 13O GLO. B   54 BA02
2132043033 2351075 13O GLO. B   54 BB55
2132043033 2352035 13O GLO. MB  54 BA09
2132043033 2312063 14I GLO. S   54 BH01A
2132043033 2341086 14I REC. NA  54 J41086
2132043033 2351077 14I GLO. MB  54 BC05
2132043033 2352036 14I GLO. S   54 BC51
2132043033 2312057 14P GLO. S   54 BF51
2132043033 2341091 14P GLO. B   54 BC52
2132043033 2351074 14P GLO. NA  54 BD05
2132043033 2351087 14P GLO. NA  54 BI05
2132043033 2351074 14O GLO. B   54 BD05
2132043033 2312060 15I GLO. NA  54 BF55
2132043033 2341086 15I REC. S   54 J41086
2132043033 2351078 15I GLO. B   54 BE55
2132043033 2351080 15P GLO. S   54 BF05
2132043033 2341093 15P GLO. B   54 BD51
2132043033 2342000 15O GLO. NA  54 BD01
2132043033 2351076 15O GLO. MB  54 BE05
2132043033 2351084 15O GLO. NA  54 BH55
2132043033 2342000 16I GLO. NA  54 BF52
2132043033 2312060 16I GLO. S   54 BF05A
2132043033 2341089 16I REC. NA  54 J41089
2132043033 2341089 16P GLO. NA  54 BC01
2132043033 2312082 16P GLO. NA  54 BG05
2132043033 2351079 16P GLO. NA  54 BF05
2132043033 2351081 16P REC. MB  54 J51081
2132043033 2312082 16O GLO. S   54 BG05
2132043033 2312081 16O REC. B   54 J12081
2132043033 2351083 17I GLO. NA  54 BH05
2132043033 2351087 17I GLO. NA  54 BI05
2132043033 2293016 17P GLO. S   54 HC01
2132043033 2342005 17P GLO. MB  54 BH52
2132043033 2351079 17P GLO. NA  54 BF05
2132043033 2341089 17P GLO. B   54 BC02
2132043033 2352038 17O GLO. NA  54 BD05
2132043033 2351085 17O GLO. NA  54 BH05
2132043033 2255317 18I GLO. S   54 BA51
2132043033 2351087 18I REC. B   54 J51087
2132043033 2352038 18P GLO. B   54 BD05
2132043033 2000014 18P GLO. B   54 MDEX251
2132043033 2351090 18P GLO. B   54 BJ05
2132043033 2351089 18P GLO. S   54 BJ55
2132043033 2342000 18P REC. MB  54 J42000
2132043033 2000004 18O GLO. S   54 MDEX201
2132043033 2351083 18O GLO. S   54 BH05
2132043033 2351099 18O GLO. B   54 BJ55
2132043033 2351082 18O GLO. NA  54 BG05A
2132043033 2352024 18O GLO. B   54 BL05
2132043033 2351085 19I GLO. S   54 BH05
2132043033 2352033 19I GLO. MB  54 BL05
2132043033 2351086 19I GLO. B   54 BI05
2132043033 2352023 19I GLO. B   54 BL05
2132043033 2351082 19P GLO. S   54 BG05
2132043033 2352021 19P GLO. B   54 BK55
2132043033 2351088 19P GLO. NA  54 BI05
2132043033 2352018 19O GLO. NA  54 BJ55
2132043033 2352032 19O GLO. NA  54 BL55
2132043033 2351088 20I GLO. B   54 BI05
2132043033 2352004 20I GLO. MB  54 BJ05
2132043033 2351084 20I GLO. B   54 BH05
2132043033 2312061 20P GLO. S   54 BH01B
2132043033 2351091 20P GLO. B   54 BJ05S
2132043033 2352017 20P GLO. MB  54 BK55
2132043033 2255064 20P REC. S   54 J55064
2132043033 2351092 20O GLO. MB  54 BK05S
2132043033 2255065 20O GLO. MB  54 HE04
2133019826 2300033 13O GLO. NA  54 BA01A
2133019826 2300034 13O GLO. B   54 BA01A
2133019826 2300035 13O GLO. MB  54 BA06A
2133019826 2352034 13O GLO. B   54 BA01A
2133019826 2341086 14I GLO. NA  54 BB04
2133019826 2352035 14I GLO. S   54 BA51
2133019826 2300033 14P GLO. B   54 BA52
2133019826 2341090 14P GLO. NA  54 BC52
2133019826 2351075 14P GLO. S   54 BB05
2133019826 2351077 14O GLO. MB  54 BC55
2133019826 2351076 15I GLO. NA  54 BE55
2133019826 2341086 15P GLO. MB  54 BB05
2133019826 2341093 15O GLO. S   54 BD52
2133019826 2352036 15O GLO. S   54 BF01
2133019826 2351076 16I GLO. B   54 BE55
2133019826 2312052 16I GLO. B   54 BB01A
2133019826 2341089 16P GLO. B   54 BC02
2133019826 2312061 16P GLO. NA  54 BH01
2133019826 2255064 16O GLO. NA  54 HD02
2133019826 2342000 16O GLO. S   54 BD51A
2133019826 2351082 16O GLO. NA  54 BG05
2133019826 2312063 17I GLO. NA  54 BH01
2133019826 2351074 17O GLO. B   54 BD05
2133019826 2352038 17O GLO. B   54 BD55
2133019826 2312061 17O GLO. S   54 BH01
2133019826 2351080 18I GLO. B   54 BF05
2133019826 2312060 18I GLO. NA  54 BF05
2133019826 2351079 18I GLO. S   54 BF05
2133019826 2312089 18I GLO. S   54 BI01
2133019826 2255143 18P GLO. B   54 HJ01
2133019826 2312057 18P GLO. MB  54 BF01
2133019826 2351087 18P GLO. B   54 BI05
2133019826 2321082 18P GLO. MB  54 BI06A
2133019826 2351090 18O GLO. MB  54 BJ05
2133019826 2255101 18O GLO. B   54 HA02
2133019826 2351082 18O GLO. S   54 BG05A
2133019826 2351089 18O GLO. S   54 BJ05
2133019826 2312060 19I GLO. B   54 BG51
2133019826 2000014 19I GLO. S   54 MDEX202
2133019826 2224041 19I GLO. B   54 HA01
2133019826 2351084 19I GLO. B   54 BH05
2133019826 2352010 19P GLO. B   54 BK55
2133019826 2000004 19P GLO. B   54 MDEX302
2133019826 2312082 19P GLO. B   54 BG05A
2133019826 2351081 19P GLO. MB  54 BG55
2133019826 2352022 19O GLO. S   54 BJ05
2133019826 2321089 19O GLO. MB  54 BE06
2133019826 2351085 19O GLO. B   54 BH05
2133019826 2351078 19O GLO. B   54 BE55
2133019826 2351083 19O GLO. NA  54 BH05
2133019826 2351083 19O REC. S   54 J51083
2133019826 2352029 20I GLO. MB  54 BL55
2133019826 2351088 20I GLO. B   54 BI05
2133019826 2351086 20I GLO. B   54 BI05
2133019826 2351097 20P GLO. MB  54 BL05
2133019826 2351096 20P GLO. B   54 BK05
