matricula  U.E.A. Trim Ev. Cal Plan
2113053313 2211086 18P GLO. B   57 HD01
2113053313 2211078 18O GLO. NA  57 HB06
2113053313 2211079 18O GLO. MB  57 HB02
2113053313 2211085 18O GLO. NA  57 HD13
2113053313 2331068 18O GLO. S   57 BK58
2113053313 2331069 19I GLO. NA  57 BL07
2113053313 2331069 19I REC. NA  57 J31069B
2113053368 2130034 11O GLO. EQ  57
2113053368 2300034 11O GLO. EQ  57
2113053368 2300035 11O GLO. EQ  57
2113053368 2255066 12I GLO. EQ  57
2113053368 2300033 12I GLO. EQ  57
2113053368 2331064 12P GLO. EQ  57
2113053368 2255065 12O GLO. EQ  57
2113053368 2331062 12O GLO. EQ  57
2113053368 2331063 13I REC. S   57 J3163
2113053368 2132075 13I GLO. S   57 BB02
2113053368 2122081 13P GLO. NA  57 BC52
2113053368 2331065 13P GLO. B   57 BD07
2113053368 2112013 13P GLO. NA  57 BB01
2113053368 2331061 13O GLO. NA  57 BB08C
2113053368 2112013 13O GLO. NA  57 BB51
2113053368 2331067 14I GLO. NA  57 BF07
2113053368 2132061 14I GLO. NA  57 BD03
2113053368 2132061 14P GLO. NA  57 BD02
2113053368 2331067 14P GLO. S   57 BF07
2113053368 2331066 14O GLO. S   57 BE08
2113053368 2331061 14O GLO. S   57 BB58
2113053368 2122081 15I GLO. S   57 BC04
2113053368 2255064 16P GLO. B   57 HD08
2113053368 2132060 16P GLO. S   57 BC02
2113053368 2141025 16P GLO. S   57 BD51
2113053368 2331080 16O GLO. S   57 BG07
2113053368 2132064 16O GLO. NA  57 BG01
2113053368 2331079 17I GLO. S   57 BH07
2113053368 2132064 17P GLO. MB  57 BG02
2113053368 2132065 17O GLO. S   57 BH01
2113053368 2132062 17O GLO. NA  57 BE02
2113053368 2141026 17O GLO. S   57 BE51
2113053368 2112013 17O REC. S   57 J12013
2113053368 2212008 18I GLO. MB  57 HH57
2113053368 2211079 18I GLO. MB  57 HB55
2113053368 2211089 18I GLO. MB  57 HE08
2113053368 2132062 18I GLO. B   57 BE02
2113053368 2331098 18P GLO. B   57 BH07
2113053368 2331087 18P GLO. NA  57 BG07
2113053368 2331096 18P GLO. B   57 BH07
2113053368 2122082 18P GLO. MB  57 BF02
2113053368 2332003 18P GLO. MB  57 BG07
2113053368 2332086 18P REC. NA  57 J32086
2113053368 2132061 18P REC. B   57 J32061
2113053368 2331097 18O GLO. B   57 BI07
2113053368 2122083 18O GLO. B   57 BG51
2113053368 2331078 18O GLO. B   57 BK07
2113053368 2332053 18O GLO. B   57 BH07
2113053368 2332086 18O REC. NA  57 J32086
2113053368 2241088 19I GLO. NA  57 HG52
2113053368 2332001 19I GLO. NA  57 BI07
2113053368 2331082 19I GLO. S   57 BI07
2113053368 2331099 19I GLO. NA  57 BI07A
2113053368 2122084 19I GLO. NA  57 BH51
2113053368 2332054 19P GLO. MB  57 BJ57
2113053368 2122084 19P GLO. B   57 BH52
2113053368 2331083 19O GLO. NA  57 BJ07
2113053368 2331086 19O GLO. B   57 BJ07
2113053368 2293089 19O GLO. NA  57 HB02
2113053368 2332073 19O GLO. S   57 BJ07
2113053368 2331083 19O REC. S   57 J31083
2113053368 2331084 20I GLO. B   57 BK07
2113053368 2331093 20I GLO. S   57 BI57
2113053368 2331099 20I GLO. B   57 BI07
2113053368 2331087 20I GLO. B   57 BG57
2113053368 2332001 20I REC. B   57 J32001
2113053368 2331094 20P GLO. B   57 BJ57
2113053368 2331068 20P GLO. B   57 BK57
2113053368 2331069 20O REC. B   57 J31069A
2113054383 2130034 11O GLO. EQ  57
2113054383 2300033 11O GLO. EQ  57
2113054383 2300034 11O GLO. EQ  57
2113054383 2300035 11O GLO. EQ  57
2113054383 2132075 12I REC. EQ  57
2113054383 2255066 12I GLO. EQ  57
2113054383 2331064 12I GLO. EQ  57
2113054383 2112013 12P GLO. EQ  57
2113054383 2141025 12P GLO. EQ  57
2113054383 2331062 12P GLO. EQ  57
2113054383 2255065 12O GLO. EQ  57
2113054383 2331063 12O GLO. EQ  57
2113054383 2331067 13I GLO. B   57 BF57
2113054383 2331061 13I GLO. NA  57 BB08A
2113054383 2331065 13I GLO. B   57 BD08
2113054383 2255064 13I REC. S   57 J5564
2113054383 2132061 13P REC. NA  57 J32061
2113054383 2132060 13P REC. NA  57 J32060
2113054383 2331066 13P GLO. S   57 BE58
2113054383 2141026 13P GLO. S   57 BD51
2113054383 2331080 13O GLO. S   57 BG07
2113054383 2132060 13O GLO. NA  57 BC03
2113054383 2122081 14I GLO. NA  57 BC01
2113054383 2331061 14I GLO. NA  57 BB07
2113054383 2132060 14I GLO. NA  57 BC03
2113054383 2132061 14P GLO. NA  57 BD51
2113054383 2331079 14P GLO. NA  57 BH07
2113054383 2331061 14P REC. B   57 J31061
2113054383 2132061 14O GLO. NA  57 BD51
2113054383 2132064 14O GLO. NA  57 BG01
2113054383 2331079 15I REC. NA  57 J31079
2113054383 2132060 15I REC. S   57 J32060
2113054383 2331079 15I GLO. NA  57 BH07
2113054383 2132062 15P REC. NA  57 J32062
2113054383 2132062 15P GLO. NA  57 BE51
2113054383 2122081 15P GLO. NA  57 BC04
2113054383 2132064 15P GLO. NA  57 BG01
2113054383 2132062 15O GLO. S   57 BE51
2113054383 2331079 16I REC. S   57 J31079
2113054383 2122082 16I GLO. NA  57 BF03
2113054383 2132063 16I GLO. S   57 BF51
2113054383 2122082 16P GLO. S   57 BF03
2113054383 2332001 16O GLO. S   57 BG07
2113054383 2122083 16O GLO. B   57 BG51
2113054383 2331097 17I REC. MB  57 J31097
2113054383 2255373 17I GLO. B   57 HG01
2113054383 2331098 17I GLO. B   57 BH07
2113054383 2255317 17I REC. NA  57 J55317
2113054383 2122084 17I GLO. S   57 BH52
2113054383 2331082 17I GLO. B   57 BI57
2113054383 2331086 17P GLO. NA  57 BJ07
2113054383 2211082 17P GLO. NA  57 HC11
2113054383 2331083 17P GLO. S   57 BJ07
2113054383 2331093 17P GLO. B   57 BJ07
2113054383 2332053 17O GLO. NA  57 BH07
2113054383 2332086 17O GLO. NA  57 BK58
2113054383 2331086 17O REC. NA  57 J31086
2113054383 2331094 18I GLO. NA  57 BJ07
2113054383 2332073 18I GLO. NA  57 BJ07
2113054383 2331086 18P GLO. NA  57 BJ07
2113054383 2332073 18P GLO. NA  57 BJ07
2113054383 2332086 18P GLO. NA  57 BL07
2113054383 2211082 18O GLO. NA  57 HC07
2113054383 2331099 18O GLO. NA  57 BI07
2113054383 2331096 18O GLO. NA  57 BH07
2113054383 2293089 19O GLO. NA  57 HB02
2113054383 2331096 19O GLO. S   57 BH07
2113054383 2331084 19O GLO. NA  57 BK07
2113054383 2331084 20I GLO. S   57 BK07
2113054383 2331086 20I REC. S   57 J31086
2113054383 2331099 20P GLO. S   57 BI07
2113054383 2331068 20P GLO. B   57 BK58
2113054801 2130034 11O GLO. EQ  57
2113054801 2300034 11O GLO. EQ  57
2113054801 2300035 11O REC. EQ  57
2113054801 2300033 12I REC. EQ  57
2113054801 2132075 12P GLO. EQ  57
2113054801 2255065 12O GLO. EQ  57
2113054801 2331062 12O GLO. EQ  57
2113054801 2331064 12O GLO. EQ  57
2113054801 2331063 12O REC. EQ  57
2113054801 2132060 13I REC. NA  57 J3260
2113054801 2122081 13I GLO. NA  57 BC01
2113054801 2132060 13I GLO. NA  57 BC03
2113054801 2112013 13I GLO. NA  57 BC51
2113054801 2331061 13I GLO. MB  57 BB07
2113054801 2132061 13I GLO. S   57 BD01
2113054801 2331065 13P REC. NA  57 J31065
2113054801 2132060 13P REC. NA  57 J32060
2113054801 2331066 13P GLO. NA  57 BE07
2113054801 2122081 13P GLO. S   57 BC52
2113054801 2112013 13P GLO. NA  57 BB52
2113054801 2141025 13O GLO. NA  57 BC01
2113054801 2331067 13O REC. S   57 J31067
2113054801 2132060 13O GLO. NA  57 BC03
2113054801 2331066 13O GLO. NA  57 BE07
2113054801 2331067 13O GLO. NA  57 BF57
2113054801 2331066 14I REC. MB  57 J31066
2113054801 2331065 14I GLO. B   57 BD07
2113054801 2255066 14P GLO. NA  57 HF04
2113054801 2141025 14P GLO. NA  57 BC51
2113054801 2141025 14O REC. NA  57 J41025
2113054801 2132060 15I REC. S   57 J54801
2113054801 2331080 15P REC. B   57 J31080
2113054801 2112013 15P REC. S   57 J12013
2113054801 2331080 15P GLO. NA  57 BG57
2113054801 2132062 15P GLO. NA  57 BE51
2113054801 2331079 15O GLO. NA  57 BH07
2113054801 2132064 15O GLO. NA  57 BG01
2113054801 2132062 15O GLO. S   57 BE51
2113054801 2331079 16I GLO. NA  57 BH07
2113054801 2132063 16I GLO. NA  57 BF01
2113054801 2132064 16P REC. NA  57 J32064
2113054801 2331079 16P REC. NA  57 J31079
2113054801 2132064 16P GLO. NA  57 BG01
2113054801 2331079 16O REC. NA  57 J31079
2113054801 2141025 16O REC. NA  57 J41025
2113054801 2255066 16O GLO. NA  57 HF07
2113054801 2132063 16O GLO. MB  57 BF01
2113054801 2331079 17I REC. S   57 J31079
2113054801 2293077 17O GLO. NA  57 HA03
2113054801 2255183 17O GLO. NA  57 HA53
2113054856 2300033 11O GLO. EQ  56
2113054856 2300034 11O GLO. EQ  56
2113054856 2300035 11O GLO. EQ  56
2113054856 2130034 12I GLO. EQ  56
2113054856 2331062 12I GLO. EQ  56
2113054856 2331064 12I GLO. EQ  56
2113054856 2132075 12P GLO. EQ  56
2113054856 2255066 12P GLO. EQ  56
2113054856 2900056 12P GLO. EQ  56
2113054856 2112013 13I GLO. NA  56 BC01
2113054856 2132060 13I GLO. NA  56 BC03
2113054856 2331065 13I GLO. MB  56 BD08
2113054856 2331063 13P GLO. S   56 BC07
2113054856 2331061 13O GLO. NA  56 BB57A
2113054856 2331067 13O GLO. NA  56 BF57
2113054856 2112013 14I GLO. NA  56 BB02
2113054856 2331061 14P GLO. S   56 BB58A
2113054856 2132060 14P GLO. S   56 BC03
2113054856 2132061 14O GLO. NA  57 BD51
2113054856 2122081 15I GLO. S   57 BC52
2113054856 2132062 15P GLO. S   57 BE51
2113054856 2141025 15P GLO. NA  57 BD02
2113054856 2132061 15O GLO. S   57 BD51
2113054856 2141025 16I GLO. S   57 BD51
2113054856 2331079 16I GLO. B   57 BH07
2113054856 2132064 16P GLO. NA  57 BG01
2113054856 2331066 16O GLO. NA  57 BE58
2113054856 2141026 16O GLO. S   57 BE51
2113054856 2132063 17I REC. S   57 J32063
2113054856 2132063 17I GLO. NA  57 BF51
2113054856 2122082 17I GLO. NA  57 BF01
2113054856 2122082 17P GLO. B   57 BF01
2113054856 2112013 17P REC. NA  57 J12013
2113054856 2255064 17P REC. B   57 J55064
2113054856 2331067 17O GLO. B   57 BF08
2113054856 2112013 17O REC. B   57 J12013
2113054856 2255065 17O REC. B   57 J55065
2113054856 2122083 18I GLO. B   57 BG01
2113054856 2331080 18I GLO. B   57 BG07
2113054856 2331066 18I GLO. B   57 BE08
2113054856 2331082 18I REC. NA  57 J31082
2113054856 2331082 18P GLO. NA  57 BI07
2113054856 2331087 18P GLO. S   57 BG07
2113054856 2122084 18P GLO. NA  57 BH01
2113054856 2331082 18O GLO. S   57 BI07
2113054856 2122084 18O GLO. S   57 BG52
2113054856 2132064 18O GLO. S   57 BG02
2113054856 2132065 19I GLO. B   57 BH02
2113054856 2331083 19I GLO. S   57 BJ07
2113054856 2332054 19I GLO. MB  57 BJ57
2113054856 2255183 19I GLO. S   57 HA07
2113054856 2331078 19P GLO. NA  57 BK07
2113054856 2331086 19P GLO. NA  57 BJ07A
2113054856 2332073 19P GLO. NA  57 BJ07
2113054856 2211075 19P GLO. NA  57 HA09
2113054856 2331078 19O GLO. S   57 BK07
2113054856 2331086 19O GLO. B   57 BJ07A
2113054856 2332003 19O GLO. MB  57 BG57
2113054856 2331084 20I GLO. B   57 BK07
2113054856 2331099 20I GLO. B   57 BI07
2113054856 2331096 20I GLO. S   57 BH07
2113054856 2331068 20P GLO. S   57 BK57
2113054856 2331069 20O GLO. B   57 BL08
2122019230 2130034 12P GLO. EQ  57
2122019230 2300033 12P GLO. EQ  57
2122019230 2300034 12P GLO. EQ  57
2122019230 2300035 12P GLO. EQ  57
2122019230 2132075 12O GLO. EQ  57
2122019230 2255066 12O GLO. EQ  57
2122019230 2331062 12O GLO. EQ  57
2122019230 2331064 12O GLO. EQ  57
2122019230 2331063 13I REC. NA  57 J3163
2122019230 2122081 13I GLO. S   57 BC51
2122019230 2132060 13I GLO. NA  57 BC02
2122019230 2331063 13I GLO. NA  57 BC08
2122019230 2331061 13I GLO. B   57 BB58
2122019230 2141025 13P GLO. NA  57 BC01
2122019230 2112013 13P GLO. B   57 BB01
2122019230 2132060 13P GLO. NA  57 BC01
2122019230 2132060 13O REC. S   57 J32060
2122019230 2331063 13O REC. B   57 J31063
2122019230 2141025 14I GLO. NA  57 BC51
2122019230 2331066 14I GLO. NA  57 BE08
2122019230 2132061 14I GLO. S   57 BD02
2122019230 2331066 14P REC. B   57 J31066
2122019230 2331067 14P GLO. S   57 BF07
2122019230 2132062 14O GLO. NA  57 BE02
2122019230 2331065 14O GLO. S   57 BD07
2122019230 2132064 15I REC. MB  57 J32064
2122019230 2331079 15I GLO. S   57 BH07
2122019230 2331080 15P GLO. MB  57 BG57
2122019230 2132062 15O GLO. MB  57 BE02
2122019230 2132063 16I GLO. S   57 BF51
2122019230 2132065 16P GLO. MB  57 BH01
2122019230 2141025 16O REC. S   57 J41025
2122019230 2141026 17P GLO. B   57 BE51
2122019230 2122082 17O GLO. B   57 BF02
2122019230 2211078 17O GLO. B   57 HB03
2122019230 2211087 17O GLO. S   57 HD19
2122019230 2255317 18I GLO. MB  57 BA02
2122019230 2332001 18I GLO. MB  57 BI07
2122019230 2122083 18I GLO. S   57 BG51
2122019230 2331082 18P GLO. S   57 BI07
2122019230 2331096 18P GLO. B   57 BH07
2122019230 2122084 18P GLO. MB  57 BH51
2122019230 2332053 18P GLO. B   57 BH07
2122019230 2331083 18O GLO. S   57 BJ07A
2122019230 2331086 18O GLO. S   57 BJ07
2122019230 2332003 18O GLO. S   57 BG07
2122019230 2332086 19I GLO. MB  57 BL07
2122019230 2331099 19I GLO. B   57 BI07
2122019230 2331084 19I GLO. MB  57 BK07
2122019230 2211081 19P GLO. MB  57 HC51
2122019230 2331097 19P GLO. B   57 BI07
2122019230 2332054 19P GLO. B   57 BJ07
2122019230 2332087 19O GLO. MB  57 BK07
2122019230 2331068 19O GLO. NA  57 BK08
2122019230 2332055 19O GLO. B   57 BJ07
2122019230 2331068 19O REC. S   57 J31068
2122019230 2331069 20P REC. B   57 J31069B
2122019230 2331078 20O GLO. B   57 BK07
2122019230 2331088 20O GLO. MB  57 BI57
2122019230 2332073 20O GLO. B   57 BJ57
2122019874 2300033 12P GLO. EQ  57
2122019874 2300035 12P GLO. EQ  57
2122019874 2300034 13I REC. B   57 J0034
2122019874 2300034 13I GLO. NA  57 BA02
2122019874 2130034 13I REC. NA  57 J3034
2122019874 2331064 13I GLO. S   57 BC07
2122019874 2130034 13I GLO. NA  57 BA02
2122019874 2130034 13P GLO. NA  57 BA01
2122019874 2331062 13P GLO. B   57 BB07
2122019874 2331063 13O GLO. S   57 BC07
2122019874 2331061 13O GLO. NA  57 BB07
2122019874 2331061 14I GLO. S   57 BB07
2122019874 2130034 14P REC. NA  57 J30034
2122019874 2130034 14O REC. S   57 J74792
2122019874 2132075 15I GLO. NA  57 BB02
2122019874 2112013 15I GLO. NA  57 BB01
2122019874 2331067 15P GLO. B   57 BF08
2122019874 2132075 15P GLO. B   57 BB51
2122019874 2331065 15P GLO. NA  57 BD58
2122019874 2132060 15O REC. NA  57 J32060
2122019874 2132061 15O GLO. B   57 BD51
2122019874 2331065 15O GLO. S   57 BD07
2122019874 2132060 15O GLO. NA  57 BC02
2122019874 2122081 16I GLO. S   57 BC02
2122019874 2331066 16I GLO. B   57 BE58
2122019874 2112013 16I GLO. B   57 BB01
2122019874 2132060 16I GLO. S   57 BC51
2122019874 2331080 16P GLO. S   57 BG07
2122019874 2141025 16P GLO. NA  57 BD51
2122019874 2132064 16P GLO. NA  57 BG01
2122019874 2132062 16P GLO. NA  57 BE01
2122019874 2132062 16O GLO. S   57 BE02
2122019874 2132064 17I GLO. NA  57 BG02
2122019874 2141025 17I GLO. B   57 BD51
2122019874 2331079 17I GLO. S   57 BH07
2122019874 2132063 17I GLO. S   57 BF01
2122019874 2141026 17P GLO. S   57 BE51
2122019874 2132064 17P REC. NA  57 J32064
2122019874 2122082 17O GLO. NA  57 BF01
2122019874 2122082 18I GLO. S   57 BF03
2122019874 2211093 18I GLO. B   57 HF09
2122019874 2211075 18P GLO. MB  57 HA13
2122019874 2122083 18P GLO. S   57 BG51
2122019874 2255064 18P REC. S   57 J55064
2122019874 2132064 18P REC. S   57 J32064
2122019874 2331082 18O GLO. NA  57 BI07
2122019874 2255065 18O GLO. NA  57 HE01
2122019874 2122084 18O GLO. NA  57 BG52
2122019874 2331087 18O GLO. NA  57 BG07
2122019874 2132065 19I GLO. S   57 BH02
2122019874 2331099 19I GLO. B   57 BI07
2122019874 2331082 19I GLO. S   57 BI07A
2122019874 2122084 19I GLO. NA  57 BH51
2122019874 2122084 19I REC. NA  57 J220843
2122019874 2331098 19P GLO. MB  57 BH07
2122019874 2255065 19P GLO. MB  57 HE05
2122019874 2332003 19P GLO. B   57 BG57
2122019874 2241096 19P GLO. NA  57 HD02
2122019874 2122084 19P REC. S   57 J22084
2122019874 2331078 19O GLO. S   57 BK07
2122019874 2331086 19O GLO. B   57 BJ07A
2122019874 2332054 19O GLO. B   57 BJ57
2122019874 2332087 19O GLO. MB  57 BK07
2122019874 2332053 20I GLO. B   57 BH07
2122019874 2255066 20P GLO. B   57 HF52
2122019874 2255183 20P GLO. MB  57 HA08
2122019874 2331083 20P GLO. B   57 BJ57
2122019874 2331087 20P REC. S   57 J31087
2122019874 2332001 20O GLO. S   57 BI57
2122019874 2332086 20O GLO. S   57 BK07
2122019874 2332055 20O GLO. S   57 BJ57
2122019874 2331068 20O REC. B   57 J31068
2122020153 2300033 12P GLO. EQ  57
2122020153 2300034 12P GLO. EQ  57
2122020153 2300035 12P GLO. EQ  57
2122020153 2130034 12P REC. EQ  57
2122020153 2132075 12O GLO. EQ  57
2122020153 2331062 12O GLO. EQ  57
2122020153 2331064 12O GLO. EQ  57
2122020153 2122081 13I GLO. S   57 BC51
2122020153 2331063 13I REC. S   57 J3163
2122020153 2331063 13I GLO. NA  57 BC08
2122020153 2112013 13I GLO. B   57 BC51
2122020153 2141025 13P GLO. NA  57 BC51
2122020153 2132060 13P GLO. S   57 BC03
2122020153 2132061 13P GLO. B   57 BD01
2122020153 2132062 13O REC. S   57 J32062
2122020153 2141025 13O GLO. NA  57 BC51
2122020153 2331065 13O GLO. S   57 BD07
2122020153 2132062 13O GLO. NA  57 BE02
2122020153 2331067 13O GLO. S   57 BF07
2122020153 2132063 14I GLO. NA  57 BF01
2122020153 2141025 14P REC. NA  57 J41025
2122020153 2132063 14O GLO. MB  57 BF51
2122020153 2331061 14O GLO. NA  57 BB07
2122020153 2331066 14O GLO. NA  57 BE07
2122020153 2331066 15I GLO. NA  57 BE08A
2122020153 2331080 15I GLO. NA  57 BG57
2122020153 2331079 15I GLO. S   57 BH07
2122020153 2331080 15P GLO. MB  57 BG07
2122020153 2132064 15P GLO. NA  57 BG02
2122020153 2141025 15O REC. MB  57 J41025
2122020153 2331066 15O REC. S   57 J31066
2122020153 2132064 15O GLO. S   57 BG01
2122020153 2132065 16I GLO. S   57 BH02
2122020153 2141026 16I GLO. B   57 BE51
2122020153 2122082 16P GLO. NA  57 BF03
2122020153 2122082 16P REC. S   57 J22082
2122020153 2331061 16O GLO. NA  57 BB57
2122020153 2122083 16O GLO. S   57 BG52
2122020153 2331082 17P GLO. S   57 BI07
2122020153 2122084 17O GLO. S   57 BG03
2122020153 2255183 17O GLO. NA  57 HA05
2122020153 2211078 17O GLO. NA  57 HB15
2122020153 2211078 18I GLO. NA  57 HB53
2122020153 2331083 18I GLO. NA  57 BJ07
2122020153 2211095 18I GLO. NA  57 HF10
2122020153 2211075 18P GLO. MB  57 HA13
2122020153 2331083 18P GLO. NA  57 BJ07
2122020153 2211085 18O GLO. B   57 HD54
2122020153 2242036 18O GLO. S   57 HA51
2122020153 2331086 18O GLO. NA  57 BJ07
2122020153 2281081 18O GLO. B   57 HH51
2122020153 2331087 18O GLO. NA  57 BG07
2122020153 2331087 19I GLO. NA  57 BG57
2122020153 2331086 19I GLO. NA  57 BJ07A
2122020153 2331099 19I GLO. B   57 BI07A
2122020153 2331086 19I REC. B   57 J31086
2122020153 2332073 19P GLO. NA  57 BJ07
2122020153 2331088 19P GLO. NA  57 BI07
2122020153 2331078 19O GLO. NA  57 BK07
2122020153 2331088 19O GLO. NA  57 BI07
2122020153 2332073 19O GLO. S   57 BJ07
2122020153 2332053 20I GLO. S   57 BH07
2122020153 2332003 20P GLO. MB  57 BG57
2122020153 2332087 20P GLO. B   57 BK07
2122020742 2300033 12P GLO. EQ  57
2122020742 2300034 12P GLO. EQ  57
2122020742 2300035 12P GLO. EQ  57
2122020742 2331062 12O GLO. EQ  57
2122020742 2331063 13I GLO. S   57 BC07
2122020742 2130034 13I GLO. NA  57 BA02
2122020742 2331064 13P GLO. B   57 BC07
2122020742 2331061 13O GLO. B   57 BB58A
2122020742 2130034 13O GLO. NA  57 BA54
2122020742 2130034 14I REC. NA  57 J30034
2122020742 2130034 15I REC. NA  57 J30034
2122020742 2130034 15O REC. B   57 J20742
2122020742 2331065 16P GLO. NA  57 BD58
2122020742 2132075 16P GLO. S   57 BB51
2122020742 2331066 16P GLO. NA  57 BE08
2122020742 2132060 16O GLO. NA  57 BC02
2122020742 2331065 17I REC. S   57 J31065
2122020742 2132060 17I REC. S   57 J32060
2122020742 2112013 17P GLO. NA  57 BB51
2122020742 2132062 17P REC. B   57 J32062
2122020742 2112013 17P REC. NA  57 J12013
2122020742 2132061 17O GLO. NA  57 BD51
2122020742 2132063 17O REC. NA  57 J32063
2122020742 2331067 18I GLO. S   57 BF58
2122020742 2331066 18I REC. S   57 J31066
2122020742 2132063 18O GLO. S   57 BF51
2122020742 2122081 18O GLO. NA  57 BC51
2122020742 2255134 19I GLO. B   57 HJ52
2122020742 2242036 19I GLO. S   57 HA53
2122020742 2255300 19I GLO. NA  57 HB51
2122020742 2331080 19P GLO. NA  57 BG07
2122020742 2241089 19P GLO. NA  57 HB51
2122020742 2132064 19P GLO. S   57 BG02
2122020742 2255100 19O GLO. S   57 HA52
2122020742 2255299 19O GLO. B   57 HA01
2122020742 2331079 20I GLO. S   57 BH07
2122021392 2300033 12P GLO. EQ  57
2122021392 2300034 12P GLO. EQ  57
2122021392 2300035 12P GLO. EQ  57
2122021392 2331062 12O GLO. EQ  57
2122021392 2331063 13I GLO. S   57 BC57
2122021392 2331064 13I GLO. B   57 BC07
2122021392 2130034 13I GLO. S   57 BA03
2122021392 2132075 13P GLO. NA  57 BB01
2122021392 2112013 13P GLO. NA  57 BB01
2122021392 2112013 13O GLO. B   57 BB02
2122021392 2132075 13O GLO. S   57 BB51
2122021392 2132060 14I GLO. S   57 BC51
2122021392 2331061 14I GLO. NA  57 BB07A
2122021392 2331065 14I GLO. NA  57 BD07
2122021392 2331061 14P GLO. S   57 BB58
2122021392 2122081 14P REC. NA  57 J22081
2122021392 2331065 14P GLO. MB  57 BD07
2122021392 2122081 14O GLO. NA  57 BC04
2122021392 2132062 14O GLO. NA  57 BE02
2122021392 2132061 14O GLO. NA  57 BD51
2122021392 2122081 15I GLO. NA  57 BC04
2122021392 2132061 15I GLO. S   57 BD51
2122021392 2122081 15P REC. S   57 J22081
2122021392 2331066 15P GLO. S   57 BE07
2122021392 2141025 15O GLO. S   57 BD51
2122021392 2331079 16I GLO. NA  57 BH07
2122021392 2331067 16I GLO. S   57 BF08A
2122021392 2141026 16P GLO. B   57 BE01
2122021392 2331079 16P GLO. S   57 BH07
2122021392 2132064 16P GLO. S   57 BG01
2122021392 2331080 16O GLO. NA  57 BG07A
2122021392 2132062 16O GLO. B   57 BE02
2122021392 2132063 17I GLO. B   57 BF01
2122021392 2331080 17P GLO. S   57 BG07A
2122021392 2122082 17P GLO. NA  57 BF01
2122021392 2132065 17P GLO. NA  57 BH02
2122021392 2122082 17O GLO. S   57 BF02
2122021392 2255317 17O REC. NA  57 J55317
2122021392 2122083 18I GLO. S   57 BG01
2122021392 2255317 18P GLO. S   57 BA52
2122021392 2122084 18P GLO. B   57 BH51
2122021392 2132065 18O GLO. B   57 BH01
2122021392 2331082 18O GLO. B   57 BI07
2122021392 2331083 18O GLO. NA  57 BJ07A
2122021392 2255064 18O GLO. NA  57 HD02
2122021392 2255064 19I GLO. B   57 HD08
2122021392 2331083 19I GLO. S   57 BJ07A
2122021392 2332054 19I GLO. S   57 BJ57
2122021392 2255065 19P GLO. B   57 HE03
2122021392 2331078 19P GLO. NA  57 BK07
2122021392 2331099 19P GLO. NA  57 BI07A
2122021392 2293089 19P GLO. MB  57 HH03
2122021392 2331099 19P REC. NA  57 J31099
2122021392 2331078 19O GLO. S   57 BK07
2122021392 2255066 19O GLO. B   57 HF04
2122021392 2332087 19O GLO. B   57 BK07
2122021392 2332003 19O GLO. MB  57 BG57
2122021392 2331084 19O GLO. NA  57 BK07
2122021392 2331084 20I GLO. B   57 BK07
2122021392 2331099 20I GLO. S   57 BI07
2122021392 2332053 20I GLO. S   57 BH07
2122021392 2331086 20I GLO. S   57 BJ07
2122021392 2255183 20P GLO. S   57 HA12
2122021392 2331068 20P GLO. S   57 BK57
2122021954 2130034 12P GLO. EQ  57
2122021954 2300033 12P GLO. EQ  57
2122021954 2300034 12P GLO. EQ  57
2122021954 2300035 12P GLO. EQ  57
2122021954 2331062 12O GLO. EQ  57
2122021954 2331064 12O GLO. EQ  57
2122021954 2331061 13I REC. NA  57 J3161
2122021954 2132075 13I GLO. S   57 BB52
2122021954 2331061 13I GLO. NA  57 BB58D
2122021954 2132060 13P GLO. B   57 BC04
2122021954 2331063 13P GLO. MB  57 BC58
2122021954 2112013 13P GLO. NA  57 BB01
2122021954 2331065 13O GLO. NA  57 BD58
2122021954 2331066 13O GLO. NA  57 BE07
2122021954 2122081 13O GLO. NA  57 BC02
2122021954 2331061 14I GLO. MB  57 BB57
2122021954 2331066 14P GLO. MB  57 BE07
2122021954 2122081 14O GLO. NA  57 BC02
2122021954 2132061 14O GLO. S   57 BD51
2122021954 2331067 15I GLO. B   57 BF58
2122021954 2331065 15I GLO. MB  57 BD07
2122021954 2255064 15P GLO. B   57 HD10
2122021954 2122081 15O REC. S   57 J22081
2122021954 2255065 15O GLO. B   57 HE02
2122021954 2132062 15O GLO. B   57 BE51
2122021954 2331080 16I GLO. S   57 BG57
2122021954 2141025 16I GLO. S   57 BD51
2122021954 2331079 16I GLO. S   57 BH07
2122021954 2255066 16P GLO. S   57 HF03
2122021954 2332086 16P REC. B   57 J32086
2122021954 2132064 16P GLO. S   57 BG02
2122021954 2141026 16P GLO. B   57 BE01
2122021954 2132065 16O GLO. S   57 BH01
2122021954 2132063 17I GLO. NA  57 BF51
2122021954 2122082 17I GLO. NA  57 BF03
2122021954 2331088 17P GLO. NA  57 BI07
2122021954 2331087 17P GLO. S   57 BI07
2122021954 2332053 17O GLO. MB  57 BH07
2122021954 2331093 17O GLO. NA  57 BI07
2122021954 2132063 17O GLO. NA  57 BF51
2122021954 2122082 18I GLO. NA  57 BF02
2122021954 2331098 18I GLO. B   57 BH07
2122021954 2331078 18P GLO. B   57 BK07
2122021954 2211087 18P GLO. NA  57 HD53
2122021954 2332001 18P GLO. B   57 BI07
2122021954 2211093 18O GLO. NA  57 HF03
