matricula  U.E.A. Trim Ev. Cal Plan
 209220471 2300033 09P GLO. EQ  53
 209220471 2300034 09P GLO. EQ  53
 209220471 2341086 09O GLO. EQ  53
 209220471 2341089 09O GLO. EQ  53
 209220471 2130034 10I GLO. EQ  53
 209220471 2341093 10O REC. EQ  53
 209220471 2900070 12I GLO. EQ  53
 209220471 2255066 12I REC. EQ  53
 209220471 2341098 12P GLO. EQ  53
 209220471 2900056 12P GLO. EQ  53
 209220471 2341095 12O GLO. EQ  53
 209220471 2300035 13I GLO. B   53 BA56
 209220471 2341096 13I GLO. NA  53 BD02
 209220471 2341099 13I GLO. NA  53 BE02
 209220471 2341096 13I REC. S   53 J4196
 209220471 2341097 13P GLO. NA  53 BE52
 209220471 2341088 13O GLO. NA  53 BB52
 209220471 2341092 13O GLO. MB  53 BC52
 209220471 2342008 13O GLO. NA  53 BI02
 209220471 2341099 14I GLO. B   53 BE52
 209220471 2342000 14I GLO. B   53 BF02
 209220471 2342001 14I GLO. NA  53 BF02
 209220471 2341090 14P GLO. B   53 BC02
 209220471 2341091 14P GLO. S   53 BC02
 209220471 2342002 14P GLO. NA  53 BG52
 209220471 2342005 14P GLO. NA  53 BH02
 209220471 2131103 14O GLO. NA  53 BF52
 209220471 2341088 14O GLO. S   53 BB02
 209220471 2341097 14O GLO. B   53 BE52
 209220471 2341087 14O REC. MB  53 J41087
 209220471 2342006 15I GLO. B   53 BI02
 209220471 2342008 15I GLO. S   53 BI02
 209220471 2342030 15I GLO. NA  53 BI02
 209220471 2342041 15I GLO. MB  53 BK02
 209220471 2342001 15P GLO. B   53 BF52
 209220471 2342022 15P GLO. MB  53 BG04
 209220471 2342050 15P GLO. NA  53 BK03
 209220471 2342002 15O GLO. MB  53 BG52
 209220471 2342037 15O GLO. MB  53 BI03
 209220471 2281052 16I GLO. S   53 HE01
 209220471 2342004 16I GLO. MB  53 BH52
 209220471 2342048 16I GLO. S   53 BL02
 209220471 2131103 16P GLO. NA  53 BF01
 209220471 2132075 16P GLO. NA  53 BB02
 209220471 2342005 16P GLO. B   53 BH52
 209220471 2342019 16P REC. B   53 J42019
 209220471 2342007 16O GLO. MB  53 BI52
 209220471 2342016 16O GLO. B   53 BH02
 209220471 2000010 17I GLO. MB  53 MDEX201
 209220471 2141097 17I GLO. NA  53 CK01
 209220471 2211078 17I GLO. NA  53 HB51
 209220471 2321060 17I REC. MB  53 J21060
 209220471 2281068 17P GLO. NA  53 HI03
 209220471 2342009 17P GLO. MB  53 BJ42
 209220471 2342029 17P REC. B   53 J42029
 209220471 2132075 17O GLO. NA  53 BB52
 209220471 2342010 17O GLO. MB  53 BK42
 209220471 2342017 17O GLO. NA  53 BH02
 209220471 2000014 18I GLO. NA  53 MDEX203
 209220471 2342011 18I GLO. NA  53 BL42
 209220471 2342031 18I GLO. NA  53 BJ02
 209220471 2321088 18I REC. MB  53 J21088
 209220471 2342011 18I REC. MB  53 J42011
 209220471 2281048 18P GLO. NA  53 HC51
 209220471 2342003 18P GLO. S   53 BG62
 209220471 2342039 18P GLO. B   53 BG02
 209220471 2342049 18P GLO. NA  53 BL02
 209220471 2131103 18P REC. S   53 J31103
 209220471 2132075 18P REC. NA  53 J32075
 209220471 2342017 18O GLO. NA  53 BH02
 209220471 2342047 18O GLO. MB  53 BL52
 209220471 2342052 18O GLO. MB  53 BL22
 209220471 2131104 18O REC. B   53 J31104
 209220471 2000001 19I GLO. NA  53 MDEX102
 209220471 2255317 19I GLO. S   53 BA51
 209220829 2300033 09P GLO. EQ  53
 209220829 2300034 09P GLO. EQ  53
 209220829 2300035 09P GLO. EQ  53
