matricula  U.E.A. Trim Ev. Cal Plan
2132042116 2312050 18O GLO. NA  52 BD01
2132042116 2312063 18O GLO. S   52 BH01
2132042116 2312061 18O GLO. S   52 BH01
2132042116 2312064 19I GLO. S   52 BI01
2132042116 2312058 19I GLO. NA  52 BG01
2132042116 2321060 19I GLO. B   52 BF06B
2132042116 2352035 19I REC. MB  52 J52035
2132042116 2312060 19P GLO. B   52 BG01
2132042116 2312058 19P GLO. NA  52 BG51
2132042116 2312058 19P REC. NA  52 J12058
2132042116 2312050 19P REC. S   52 J12050
2132042116 2312079 19O GLO. NA  52 BF01
2132042116 2312062 19O GLO. NA  52 BH01
2132042116 2312072 19O GLO. S   52 BE01
2132042116 2312062 19O REC. B   52 J12062
2132042116 2352036 19O REC. B   52 J52036
2132042116 2312065 20I GLO. MB  52 BI01
2132042116 2312094 20I GLO. MB  52 BE01E
2132042116 2312051 20I GLO. B   52 BE01
2132042116 2321095 20I GLO. B   52 BI06
2132042116 2312066 20I REC. S   52 J12066
2132042116 2312070 20P GLO. MB  52 BE01
2132042116 2312083 20P GLO. B   52 BE01
2132042116 2312090 20P GLO. S   52 BI01
2132042116 2312095 20P GLO. MB  52 BF01C
2132042116 2312057 20P REC. S   52 J12057
2132042116 2312058 20P REC. B   52 J12058
2132042116 2352011 20O GLO. MB  52 BL55
2132042116 2312081 20O GLO. S   52 BE01
2132042116 2312067 20O GLO. MB  52 BJ16
2132042116 2312096 20O GLO. MB  52 BG01C
2133009704 2300034 16O GLO. NA  52 BA06
2133009704 2300033 16O GLO. B   52 BA04
2133009704 2300035 16O GLO. MB  52 BA04B
2133009704 2300034 17I GLO. S   52 BA51
2133009704 2312048 17I GLO. NA  52 BB01
2133009704 2312047 17P GLO. S   52 BA51
2133009704 2312048 17O GLO. NA  52 BB51
2133009704 2341086 17O GLO. NA  52 BB01
2133009704 2312052 17O GLO. NA  52 BB01
2133009704 2312052 18I GLO. NA  52 BB51
2133009704 2341086 18I GLO. NA  52 BB52
2133009704 2312056 18O GLO. NA  52 BB51
2133009704 2312056 19I GLO. NA  52 BB51
2133009704 2312056 19P REC. NA  52 J12056
2133009704 2341086 19P REC. NA  52 J41086
2133019764 2300033 13O GLO. B   52 BA01
2133019764 2300034 13O GLO. NA  52 BA01
2133019764 2300035 13O GLO. MB  52 BA01A
2133019764 2312047 13O GLO. MB  52 BA01
2133019764 2300034 14I GLO. MB  52 BA51
2133019764 2312052 14I GLO. B   52 BB01A
2133019764 2312056 14I GLO. MB  52 BB01A
2133019764 2312048 14P GLO. NA  52 BB01
2133019764 2312048 14P REC. NA  52 J12048
2133019764 2312053 14P GLO. B   52 BC01A
2133019764 2312048 14O GLO. B   52 BB01
2133019764 2341086 15I GLO. S   52 BB55
2133019764 2312049 15I GLO. S   52 BC01
2133019764 2352038 15I GLO. B   52 BC01
2133019764 2312054 15P GLO. NA  52 BD01
2133019764 2342000 15P GLO. NA  52 BD01
2133019764 2342000 15O GLO. B   52 BD01A
2133019764 2312054 15O REC. B   52 J12054
2133019764 2312050 16I GLO. NA  52 BB01
2133019764 2352035 16I GLO. NA  52 BB51
2133019764 2255064 16I GLO. B   52 HD01
2133019764 2341089 16I GLO. MB  52 BC05
2133019764 2255065 16P GLO. S   52 HE03
2133019764 2341093 16P GLO. B   52 BD05
2133019764 2312057 16O GLO. B   52 BF51
2133019764 2255066 16O GLO. NA  52 HF09
2133019764 2312055 16O GLO. NA  52 BE01A
2133019764 2312055 17I GLO. B   52 BE51
2133019764 2352034 17I GLO. NA  52 BF51
2133019764 2352034 17P GLO. B   52 BF01
2133019764 2312060 17P GLO. NA  52 BF55
2133019764 2312060 17O GLO. S   52 BG51
2133019764 2255317 17O GLO. S   52 BA52
2133019764 2312059 17O GLO. NA  52 BG01
2133019764 2312061 18I GLO. S   52 BH51
2133019764 2312063 18I GLO. B   52 BH51
2133019764 2312058 18P GLO. NA  52 BG01A
2133019764 2255066 18P GLO. B   52 HF53
2133019764 2293093 18P REC. S   52 J93093
2133019764 2312059 18O GLO. B   52 BG01
2133019764 2292077 18O GLO. B   52 HA04
2133019764 2312064 18O GLO. MB  52 BI01
2133019764 2294010 19I GLO. NA  52 HL02
2133019764 2000003 19I GLO. NA  52 MDEX201
2133019764 2242036 19P GLO. NA  52 HA04
2133019764 2255183 19P GLO. MB  52 HA04
2133019764 2352035 19P GLO. S   52 BB01
2133019764 2255108 19P GLO. S   52 HC51
2133019764 2312066 19O GLO. MB  52 BI51
2133019764 2352036 19O GLO. NA  52 BC01
2133019764 2342005 19O GLO. MB  52 BH12
2133019764 2312087 20I GLO. MB  52 BI01
2133019764 2352036 20I GLO. B   52 BC01
2133019764 2352011 20I GLO. B   52 BL55
2133019764 2352015 20I GLO. MB  52 BL55
2133019764 2312050 20P GLO. B   52 BD01
2133019764 2312067 20P GLO. MB  52 BJ02
2133019764 2321088 20P GLO. MB  52 BF06
2133019764 2312090 20P GLO. B   52 BI01
2133019764 2312068 20O GLO. MB  52 BK02
2133019764 2352017 20O GLO. MB  52 BL05
2133019764 2312062 20O GLO. MB  52 BH51
2133019764 2312058 20O GLO. B   52 BG51
2133019915 2300033 13O GLO. B   52 BA01
2133019915 2300034 13O GLO. NA  52 BA01
2133019915 2300034 13O REC. B   52 J00034
2133019915 2300035 13O GLO. MB  52 BA01A
2133019915 2312047 13O GLO. MB  52 BA01
2133019915 2312048 14I GLO. NA  52 BB01
2133019915 2312052 14I GLO. B   52 BB01
2133019915 2312056 14I GLO. B   52 BB01
2133019915 2312048 14P REC. S   52 J12048
2133019915 2312053 14P GLO. MB  52 BC51
2133019915 2312049 14O GLO. B   52 BC01
2133019915 2341086 14O GLO. NA  52 BB51
2133019915 2352038 14O REC. S   52 J52038
2133019915 2341086 15I GLO. B   52 BB52
2133019915 2341089 15P GLO. MB  52 BC01
2133019915 2312054 15P GLO. MB  52 BD51
2133019915 2341093 15P GLO. MB  52 BD51
2133019915 2312055 15O GLO. S   52 BE01
2133019915 2342000 15O GLO. MB  52 BD01
2133019915 2352034 16I GLO. B   52 BF01
2133019915 2312057 16I GLO. B   52 BF01
2133019915 2352035 16P GLO. S   52 BE01
2133019915 2342019 16P GLO. MB  52 BH02
2133019915 2352036 16O GLO. MB  52 BF01
2133019915 2312050 16O GLO. S   52 BD01A
2133019915 2312095 16O GLO. S   52 BF01D
2133019915 2312051 17I GLO. B   52 BE01
2133019915 2312061 17I GLO. S   52 BH01
2133019915 2312059 17I GLO. S   52 BG01
2133019915 2312060 17P GLO. NA  52 BG01A
2133019915 2331065 17P GLO. NA  52 BD07
2133019915 2312062 17P GLO. S   52 BH01
2133019915 2312063 17O GLO. S   52 BH01
2133019915 2312065 17O GLO. NA  52 BI01
2133019915 2312060 18I GLO. MB  52 BG51
2133019915 2312065 18I GLO. MB  52 BI01
2133019915 2312064 18I GLO. MB  52 BI51
2133019915 2312066 18I GLO. B   52 BI51
2133019915 2332074 18P GLO. S   52 BG08
2133019915 2321089 18P GLO. MB  52 BF06
2133019915 2211075 18P GLO. S   52 HA54
2133019915 2312058 18P GLO. S   52 BG01A
2133019915 2312084 18P GLO. NA  52 BI01
2133019915 2312082 19I GLO. B   52 BI01
2133019915 2312087 19I GLO. B   52 BI01
2133019915 2321060 19I GLO. S   52 BF06B
2133019915 2211076 19P GLO. S   52 HA59
2133019915 2212001 19P GLO. NA  52 HA57
2133019915 2312067 19P GLO. MB  52 BJ05
2133019915 2312093 19P GLO. B   52 BI01
2133019915 2312084 19O GLO. MB  52 BI01
2133019915 2312068 19O GLO. MB  52 BK05
2133019915 2255064 19O REC. S   52 J55064
2133019915 2312094 20I GLO. MB  52 BE01D
2133019915 2000001 20I GLO. B   52 MDEX101
2133019915 2255065 20P GLO. MB  52 HE53
2133019915 2255183 20P GLO. MB  52 HA07
2133019915 2312089 20P GLO. S   52 BI01
2133019915 2255066 20O GLO. MB  52 HF52
2133019915 2312069 20O GLO. MB  52 BL05
2133019915 2000002 20O GLO. MB  52 MDEX301
2133019915 2352032 20O GLO. MB  52 BL55
2133021157 2300035 13O GLO. B   53 BA02A
2133021157 2300033 13O GLO. B   53 BA02
2133021157 2300034 13O GLO. MB  53 BA02
2133021157 2341086 14O GLO. NA  53 BB52
2133021157 2341086 15I GLO. MB  53 BB02
2133021157 2255064 15P GLO. B   53 HD04
2133021157 2341089 15P GLO. S   53 BC52
2133021157 2255065 15O GLO. S   53 HE51
2133021157 2341093 15O GLO. NA  53 BD02
2133021157 2341094 15O GLO. NA  53 BD02
2133021157 2341096 15O GLO. S   53 BD02
2133021157 2341095 15O GLO. NA  53 BD02A
2133021157 2255066 16I GLO. B   53 HF04
2133021157 2341093 16P GLO. B   53 BD02
2133021157 2321089 16O GLO. MB  53 BE06
2133021157 2342000 16O GLO. B   53 BE05
2133021157 2255317 17I GLO. MB  53 BA01
2133021157 2342005 17O GLO. MB  53 BH52
2133021157 2255183 17O GLO. B   53 HA05
2133021157 2312048 18I GLO. NA  52 BB01
2133021157 2312056 18I GLO. S   52 BB51
2133021157 2352032 18I GLO. NA  52 BL55
2133021157 2352035 18I GLO. AO  52
2133021157 2141133 18I GLO. AO  52
2133021157 2312060 18I GLO. AO  52
2133021157 2352036 18I GLO. AO  52
2133021157 2255302 18I GLO. AO  52
2133021157 2312052 18I GLO. AO  52
2133021157 2312064 18I GLO. AO  52
2133021157 2352038 18I GLO. AO  52
2133021157 2312094 18I GLO. AO  52
2133021157 2312049 18P GLO. S   52 BC51
2133021157 2312054 18P GLO. S   52 BD51
2133021157 2312061 18O GLO. S   52 BH01A
2133021157 2312053 18O GLO. B   52 BC01
2133021157 2312050 18O GLO. B   52 BD51
2133021157 2312057 18O GLO. S   52 BF51
2133021157 2312063 19I GLO. B   52 BH01
2133021157 2312058 19I GLO. S   52 BG01
2133021157 2000010 19I GLO. MB  52 MDEX202
2133021157 2312047 19P GLO. MB  52 BA01
2133021157 2312059 19P GLO. NA  52 BG51
2133021157 2312059 19P REC. B   52 J12059
2133021157 2000001 19O GLO. MB  52 MDEX104
2133021157 2312055 19O GLO. S   52 BE51
2133021157 2352034 19O GLO. MB  52 BA05A
2133021157 2312095 19O GLO. MB  52 BF01C
2133021157 2312087 20I GLO. MB  52 BI01
2133021157 2312051 20I GLO. B   52 BE01
2133021157 2321088 20P GLO. MB  52 BF06A
2133021157 2312048 20P GLO. MB  52 BB01
2133021157 2312072 20P GLO. MB  52 BE01
2133021157 2342006 20P GLO. MB  52 BI52
2133021157 2212013 20O GLO. MB  52 HH02
2133021157 2312081 20O GLO. MB  52 BE01
2133021157 2312066 20O GLO. MB  52 BI01
2133021157 2352018 20O GLO. MB  52 BJ55
2133021755 2300033 13O GLO. B   52 BA01A
2133021755 2300034 13O GLO. MB  52 BA01A
2133021755 2300035 13O GLO. MB  52 BA06A
2133021755 2312047 13O GLO. S   52 BA01A
2133021755 2312048 14I GLO. S   52 BB01A
2133021755 2312052 14I GLO. B   52 BB51
2133021755 2312056 14I GLO. NA  52 BB51
2133021755 2312053 14P GLO. NA  52 BC01
2133021755 2312053 14P REC. NA  52 J12053
2133021755 2312056 14P REC. NA  52 J12056
2133021755 2341086 15I GLO. MB  52 BB01
2133021755 2312056 15I GLO. S   52 BB01A
2133021755 2312053 15I REC. S   52 J12053
2133021755 2342000 15P GLO. NA  52 BD01
2133021755 2312049 15P GLO. S   52 BC01
2133021755 2341093 15P GLO. B   52 BD01A
2133021755 2341089 15P GLO. S   52 BC51
2133021755 2342000 15O GLO. B   52 BD01A
2133021755 2312050 15O GLO. NA  52 BD01A
2133021755 2352038 16I GLO. NA  52 BC51
2133021755 2352035 16I GLO. NA  52 BB02
2133021755 2352035 16P GLO. MB  52 BB01
2133021755 2312050 16P REC. NA  52 J12050
2133021755 2312054 16P REC. B   52 J12054
2133021755 2352038 16O GLO. S   52 BD05
2133021755 2312050 16O GLO. S   52 BD51A
2133021755 2352034 16O REC. S   52 J52034
2133021755 2312055 16O REC. B   52 J12055
2133021755 2312060 17I GLO. MB  52 BG01
2133021755 2312057 17I GLO. B   52 BF51
2133021755 2255064 17P GLO. S   52 HD14
2133021755 2352036 17P GLO. MB  52 BC01
2133021755 2312051 17P GLO. B   52 BE51
2133021755 2312058 17P GLO. NA  52 BG01
2133021755 2312063 17P GLO. B   52 BH01
2133021755 2255065 17O GLO. S   52 HE02
2133021755 2312058 17O GLO. NA  52 BG01
2133021755 2312064 17O GLO. MB  52 BI51
2133021755 2312058 17O REC. NA  52 J12058
2133021755 2321088 17O REC. MB  52 J21088
2133021755 2255066 18I GLO. B   52 HF09
2133021755 2312072 18I GLO. B   52 BE01
2133021755 2312087 18I GLO. B   52 BI01
2133021755 2312058 18I REC. B   52 EXT2058
2133021755 2000001 18P GLO. MB  52 MDEX103
2133021755 2000010 18P GLO. MB  52 MDEX301
2133021755 2312085 18P GLO. B   52 BI01
2133021755 2312059 18P REC. MB  52 J12059
2133021755 2312061 18O GLO. S   52 BH01A
2133021755 2312084 18O GLO. MB  52 BI01
2133021755 2312088 18O GLO. MB  52 BI01
2133021755 2000006 18O GLO. MB  52 MDEX301
2133021755 2312067 19I GLO. MB  52 BJ03
2133021755 2312096 19P GLO. B   52 BG01A
2133021755 2312068 19P GLO. MB  52 BK03
2133021755 2342006 19P GLO. NA  52 BI02
2133021755 2312095 19P REC. MB  52 J12095
2133021755 2312069 19O GLO. MB  52 BL03
2133021755 2312062 19O GLO. B   52 BH01
2133021755 2342005 19O GLO. B   52 BH12
2133021755 2312065 19O REC. B   52 J12065
2133021755 2312094 19O REC. MB  52 J12094
2133021755 2242036 20I GLO. MB  52 HA51
2133021755 2321067 20I GLO. MB  52 BB06
2133021755 2122111 20I GLO. MB  52 CJ01
2133021755 2312066 20I GLO. MB  52 BI01
2133021755 2000008 20P GLO. MB  52 MDEX301
2133021755 2212000 20P GLO. MB  52 HG15
2133033586 2300034 14O GLO. AO  52
2133033586 2312096 14O GLO. AO  52
2133033586 2300033 14O GLO. AO  52
2133033586 2300035 14O GLO. MB  52 BA01B
2133033586 2312047 14O GLO. B   52 BA51
2133033586 2312056 15I GLO. S   52 BB01
2133033586 2312052 15I GLO. B   52 BB01
2133033586 2341086 15I GLO. AO  52
2133033586 2341089 15I GLO. AO  52
2133033586 2341093 15I GLO. AO  52
2133033586 2342000 15I GLO. AO  52
2133033586 2312049 15P GLO. B   52 BC51
2133033586 2312053 15P GLO. B   52 BC01A
2133033586 2352038 15P GLO. S   52 BC51
2133033586 2312054 15O GLO. S   52 BD01
2133033586 2352035 15O GLO. NA  52 BB05
2133033586 2312048 16I GLO. S   52 BB01A
2133033586 2312055 16I GLO. B   52 BE51
2133033586 2352034 16P GLO. MB  52 BF01
2133033586 2312057 16P GLO. B   52 BF01
2133033586 2352011 16O GLO. MB  52 BL55
2133033586 2352035 16O GLO. B   52 BE01
2133033586 2312050 16O GLO. B   52 BD01B
2133033586 2312095 17I GLO. B   52 BF01B
2133033586 2352036 17I GLO. S   52 BC01
2133033586 2312051 17I GLO. B   52 BE01A
2133033586 2312061 17I GLO. B   52 BH01
2133033586 2312059 17I GLO. B   52 BG01
2133033586 2312060 17P GLO. MB  52 BG01A
2133033586 2312066 17P GLO. MB  52 BI51
2133033586 2312058 17P GLO. S   52 BG51
2133033586 2312062 17O GLO. S   52 BH01
2133033586 2312082 17O GLO. MB  52 BH01
2133033586 2312094 17O GLO. MB  52 BE01B
2133033586 2312063 18I GLO. S   52 BH01
2133033586 2312065 18I GLO. B   52 BI51
2133033586 2312077 18I GLO. MB  52 BE01
2133033586 2312083 18P GLO. NA  52 BE01
2133033586 2312067 18P GLO. MB  52 BJ22
2133033586 2312064 18P REC. MB  52 J12064
2133033586 2312068 18O GLO. MB  52 BK22
2133033586 2312087 18O GLO. S   52 BI51
2133033586 2312086 19I GLO. S   52 BI01
2133033586 2312069 19I GLO. MB  52 BL22
2133033586 2000014 19I GLO. B   52 MDEX201
2133033586 2312084 19P GLO. NA  52 BI01
2133033586 2000001 19P GLO. NA  52 MDEX03
2133033586 2352017 19P GLO. NA  52 BK55
2133033586 2000001 19O GLO. MB  52 MDEX101
2133033586 2312084 19O REC. MB  52 J12084
2133033586 2352017 19O REC. B   52 J52017
2133033586 2352015 20I GLO. MB  52 BL55
2133033586 2321062 20P GLO. MB  52 BC06B
2133033586 2255064 20P REC. B   52 J55064
2133033586 2255065 20P REC. B   52 J55065
2133033586 2255066 20O GLO. B   52 HF04
2133033586 2312083 20O REC. B   52 J12083
2133053006 2300033 13O GLO. B   52 BA01A
2133053006 2300034 13O GLO. B   52 BA01A
2133053006 2300035 13O GLO. MB  52 BA06A
2133053006 2312047 13O GLO. B   52 BA01A
2133053006 2312048 14I GLO. B   52 BB01A
2133053006 2312052 14I GLO. S   52 BB01A
2133053006 2312053 14P GLO. B   52 BC01A
2133053006 2312056 14O GLO. B   52 BB51A
2133053006 2341086 14O REC. MB  52 J41086
2133053006 2312049 15I GLO. B   52 BC01A
2133053006 2341089 15I GLO. B   52 BC51
2133053006 2352038 15I GLO. S   52 BC51
2133053006 2312054 15P GLO. S   52 BD01
2133053006 2342000 15P GLO. MB  52 BD01
2133053006 2341093 15P GLO. MB  52 BD51
2133053006 2312050 15P REC. B   52 J12050
2133053006 2352035 15O REC. S   52 J52035
2133053006 2312057 16I GLO. NA  52 BF01
2133053006 2352034 16I REC. B   52 J52034
2133053006 2352036 16I REC. NA  52 J52036
2133053006 2312057 16P GLO. MB  52 BF51
2133053006 2352036 16P GLO. NA  52 BF03
2133053006 2312059 16O GLO. NA  52 BG01A
2133053006 2321088 16O GLO. MB  52 BE06
2133053006 2312055 16O GLO. B   52 BE01A
2133053006 2312063 17I GLO. B   52 BH01
2133053006 2312061 17I GLO. B   52 BH01
2133053006 2312059 17I REC. NA  52 J12059
2133053006 2312059 17P GLO. NA  52 BG01
2133053006 2312060 17P GLO. NA  52 BG51
2133053006 2312051 17P GLO. B   52 BE01
2133053006 2352036 18I GLO. MB  52 BC02
2133053006 2000014 18I GLO. MB  52 MDEX201
2133053006 2312060 18P GLO. MB  52 BG01
2133053006 2352025 18P GLO. MB  52 BK05
2133053006 2352016 18O GLO. B   52 BL55
2133053006 2352015 18O GLO. NA  52 BL55
2133053006 2352018 19I GLO. NA  52 BJ55
2133053006 2312064 20I GLO. B   52 BI51
2133053006 2312062 20I GLO. B   52 BH51
2133053006 2312082 20P GLO. MB  52 BH51
2133053006 2352031 20P GLO. B   52 BL05
2133053006 2312066 20O GLO. MB  52 BI51
2133053104 2300033 13O GLO. MB  54 BA05
2133053104 2300034 13O GLO. NA  54 BA05
2133053104 2300034 13O REC. S   54 J00034
2133053104 2300035 13O GLO. MB  54 BA05A
2133053104 2352034 13O GLO. MB  54 BA05
2133053104 2312060 14I GLO. MB  54 BF05
2133053104 2352035 14I GLO. S   54 BE01
2133053104 2352036 14P GLO. S   54 BC01
2133053104 2312052 15I GLO. S   52 BB51
2133053104 2312047 15I GLO. S   52 BA01
2133053104 2312049 15P GLO. S   52 BC51
2133053104 2312054 15P GLO. B   52 BD51
2133053104 2312056 15O GLO. S   52 BB51
2133053104 2312055 15O GLO. B   52 BE01A
2133053104 2341086 15O GLO. S   52 BB05
2133053104 2312096 16I GLO. MB  52 BG01C
2133053104 2312048 16I GLO. S   52 BB51
2133053104 2341089 16I GLO. S   52 BC02
2133053104 2312050 16P GLO. S   52 BD51
2133053104 2312057 16P GLO. B   52 BF01
2133053104 2341093 16P GLO. S   52 BD51
2133053104 2312095 16P GLO. MB  52 BF01A
2133053104 2321082 16P GLO. MB  52 BI06A
2133053104 2342005 16P REC. MB  52 J42005
2133053104 2321088 16P REC. B   52 J21088
2133053104 2312061 16O GLO. S   52 BH01A
2133053104 2312063 16O GLO. MB  52 BH01A
2133053104 2312094 16O GLO. MB  52 BE01C
2133053104 2352038 17I GLO. MB  52 BC01
2133053104 2321067 17I GLO. MB  52 BB06A
2133053104 2312064 17I GLO. MB  52 BI01
2133053104 2321062 17I GLO. MB  52 BC06B
2133053104 2342016 17P GLO. B   52 BH02
2133053104 2312058 17P GLO. S   52 BG01
2133053104 2342000 17P GLO. S   52 BF02
2133053104 2312051 17O GLO. B   52 BE01
2133053104 2321089 17O REC. MB  52 J21089
2133053104 2312062 18I GLO. B   52 BH01A
2133053104 2312053 18I GLO. B   52 BC01A
2133053104 2312059 18P GLO. MB  52 BG01A
2133053104 2352023 18P GLO. MB  52 BK55
2133053104 2312065 18O GLO. B   52 BI01
2133053104 2312066 18O GLO. NA  52 BI01
2133053104 2312079 19I GLO. B   52 BE01
2133053104 2224073 19I GLO. B   52 HF01
2133053104 2352032 19I GLO. MB  52 BL55
2133053104 2255317 19P GLO. MB  52 BA51
2133053104 2312080 19P GLO. B   52 BF01
2133053104 2293055 19P GLO. NA  52 HI01
2133053104 2293044 20I GLO. B   52 HH03
2133072716 2110016 14I GLO. NA  26 CA01
2133072716 2110016 15I GLO. B   26 CA01
2133072716 2300034 17O GLO. S   52 BA51
2133072716 2312047 17O GLO. S   52 BA01A
2133072716 2300033 17O GLO. S   52 BA51
2133072716 2300035 17O GLO. B   52 BA52A
2133072716 2312048 18I GLO. S   52 BB01A
2133072716 2312056 18I GLO. S   52 BB01A
2133072716 2352038 18P GLO. NA  52 BD05
2133072716 2312049 18P GLO. S   52 BC01A
2133072716 2312052 18P GLO. B   52 BB01A
2133072716 2255064 18P REC. MB  52 J55064
2133072716 2255065 18P REC. MB  52 J55065
2133072716 2341086 18O GLO. S   52 BB05
2133072716 2255066 18O GLO. MB  52 HF54
2133072716 2341089 19I GLO. S   52 BC02
2133072716 2312053 19I GLO. MB  52 BC01
2133072716 2312054 19P GLO. S   52 BD51
2133072716 2312050 19P GLO. NA  52 BD51
2133072716 2352038 19P GLO. S   52 BD05
2133072716 2352035 19P GLO. B   52 BB02
2133072716 2341093 19P GLO. NA  52 BD05
2133072716 2312055 19O GLO. B   52 BE51
2133072716 2151066 19O GLO. NA  52 CE51
2133072716 2352036 19O GLO. NA  52 BC02
2133072716 2312057 19O GLO. S   52 BF51
2133072716 2312095 20I GLO. B   52 BF01A
2133072716 2312050 20P GLO. B   52 BD51
2133072716 2352036 20P REC. MB  52 J52036
2133072716 2341093 20O GLO. B   52 BD02
2133072716 2312051 20O GLO. MB  52 BE51
2133072716 2312061 20O GLO. B   52 BH01B
2142017625 2300033 14P GLO. NA  52 BA05
2142017625 2300034 14P GLO. NA  52 BA05
2142017625 2300035 14P GLO. NA  52 BA05A
2142017625 2312047 14P GLO. NA  52 BA01
2142017625 2300035 15I GLO. MB  52 BA01B
2142017625 2312047 15I GLO. MB  52 BA01
2142017625 2300033 15P GLO. B   52 BA02
2142017625 2300034 15P GLO. NA  52 BA51
2142017625 2300034 16O REC. MB  52 J00034
2142017625 2312056 17P GLO. NA  52 BB01
2142017625 2312052 17P GLO. NA  52 BB01
2142017625 2312052 17O GLO. NA  52 BB01A
2142017625 2312048 17O GLO. MB  52 BB01A
2142017625 2312052 17O REC. NA  52 J12052
2142017625 2341086 17O REC. B   52 J41086
2142017625 2342000 18I GLO. MB  52 BF52
2142017625 2341089 18I GLO. MB  52 BC51
2142017625 2255065 18I REC. MB  52 J55065
2142017625 2255064 18I REC. MB  52 J55064
2142017625 2352038 18P GLO. MB  52 BD05
2142017625 2312049 18P GLO. B   52 BC01A
2142017625 2341093 18P GLO. MB  52 BD52
2142017625 2255066 18P GLO. MB  52 HF53
2142017625 2312052 18P REC. B   52 J12052
2142017625 2312054 18O GLO. S   52 BD51
2142017625 2312056 18O GLO. NA  52 BB51
2142017625 2312057 19I GLO. NA  52 BF01
2142017625 2312079 19I GLO. NA  52 BE01
2142017625 2312094 19I GLO. NA  52 BE01C
2142017625 2312057 19P GLO. B   52 BF01
2142017625 2352015 19O GLO. NA  52 BL55
2142017625 2312050 19O GLO. NA  52 BD01
2142017625 2312053 20I GLO. MB  52 BC01A
2142017625 2312050 20P GLO. B   52 BD01
2142017625 2352035 20P GLO. MB  52 BB01
2142017625 2342002 20P GLO. MB  52 BG52
2142017625 2341094 20P GLO. MB  52 BD52
2142017625 2312055 20O GLO. MB  52 BE01
2142017625 2312058 20O GLO. MB  52 BG01
2142017625 2312081 20O GLO. MB  52 BE01
2142017625 2312056 20O REC. MB  52 J12056
2142017661 2300033 14P GLO. MB  52 BA05
2142017661 2300034 14P GLO. MB  52 BA05
2142017661 2300035 14P GLO. MB  52 BA05A
2142017661 2312047 14P GLO. B   52 BA01
2142017661 2312048 14O GLO. B   52 BB51
2142017661 2312056 15I GLO. B   52 BB01A
2142017661 2312052 15I GLO. B   52 BB01A
2142017661 2255064 15I REC. MB  52 J55064
2142017661 2255065 15I REC. MB  52 J55065
2142017661 2312049 15P GLO. MB  52 BC01A
2142017661 2312053 15P GLO. B   52 BC51
2142017661 2255066 15P REC. MB  52 J55066
2142017661 2352038 15O GLO. MB  52 BD55
2142017661 2341086 16I GLO. MB  52 BB51
2142017661 2352035 16P GLO. B   52 BE01
2142017661 2312054 16P GLO. B   52 BD51
2142017661 2341089 16P GLO. MB  52 BC52
2142017661 2312057 16O GLO. MB  52 BF51
2142017661 2352034 16O GLO. MB  52 BA05B
2142017661 2352036 16O GLO. NA  52 BF02
2142017661 2342000 17I GLO. B   52 BF52
2142017661 2312055 17I GLO. MB  52 BE51
2142017661 2341093 17I GLO. MB  52 BD01
2142017661 2312050 17P GLO. MB  52 BD51
2142017661 2352036 17P GLO. MB  52 BC01
2142017661 2312060 17P GLO. MB  52 BG01
2142017661 2312059 17P GLO. B   52 BG51
2142017661 2312058 17P GLO. MB  52 BG01
2142017661 2342002 17O GLO. B   52 BG12
2142017661 2312081 17O GLO. NA  52 BE01
2142017661 2312061 17O GLO. B   52 BH01
2142017661 2312072 17O GLO. MB  52 BE01
2142017661 2341094 17O GLO. NA  52 BD52
2142017661 2312077 18I GLO. MB  52 BE01
2142017661 2312063 18P GLO. MB  52 BH01
2142017661 2312062 18P GLO. B   52 BH01
2142017661 2352031 18P GLO. MB  52 BL05
2142017661 2352024 18O GLO. MB  52 BL05
2142017661 2352018 19I GLO. B   52 BJ55
2142017661 2255414 20I GLO. MB  52 HA01
2142017661 2312064 20P GLO. MB  52 BI01
2142017661 2312065 20P GLO. MB  52 BI51
2142017661 2312090 20P GLO. MB  52 BI01
2142017661 2312089 20P GLO. B   52 BI01
2142017661 2312087 20O GLO. MB  52 BI01
2142017661 2292077 20O GLO. MB  52 HA05
2142018060 2300033 14P GLO. NA  52 BA05
2142018060 2300034 14P GLO. NA  52 BA05
2142018060 2300035 14P GLO. NA  52 BA05A
2142018060 2300035 14O GLO. B   52 BA01B
2142018060 2300033 14O GLO. B   52 BA55
2142018060 2300034 15I GLO. S   52 BA02
2142018060 2312047 15P GLO. B   52 BA01A
2142018060 2312056 15O GLO. S   52 BB51
2142018060 2312048 15O GLO. NA  52 BB51
2142018060 2312052 15O GLO. B   52 BB51
2142018060 2312053 16I GLO. NA  52 BC51
2142018060 2312053 16I REC. NA  52 J12053
2142018060 2312053 16P GLO. MB  52 BC51
2142018060 2312049 16O GLO. NA  52 BC01
2142018060 2352038 16O GLO. B   52 BC01
2142018060 2312048 17I GLO. B   52 BB01
2142018060 2312049 17I GLO. B   52 BC01A
2142018060 2312054 17P GLO. NA  52 BD01
2142018060 2312050 17O GLO. S   52 BD01A
2142018060 2341086 17O GLO. NA  52 BB02
2142018060 2312051 18P GLO. B   52 BE51
2142018060 2312054 18P GLO. S   52 BD51
2142018060 2255064 18O GLO. B   52 HD12
2142018060 2312055 18O GLO. NA  52 BE51
2142018060 2341086 18O GLO. NA  52 BB52
2142018060 2255065 19I GLO. B   52 HE04
2142018060 2352035 19I GLO. MB  52 BB01
2142018060 2255066 19P GLO. NA  52 HF14
