matricula  U.E.A. Trim Ev. Cal Plan
 210221553 2352038 15I GLO. NA  52 BD05
 210221553 2312047 15I GLO. NA  52 BA01
 210221553 2312049 15P GLO. NA  52 BC51
 210221553 2342000 15P GLO. NA  52 BF52
 210221553 2312049 16I GLO. NA  52 BC51
 210221553 2312053 16I GLO. S   52 BC01A
 210221553 2342000 16P GLO. MB  52 BD51
 210221553 2312047 16O GLO. NA  52 BA51
 210221553 2312054 16O GLO. S   52 BD01A
 210221553 2312056 17I GLO. B   52 BB51
 210221553 2321088 17I REC. B   52 J21088
 210221553 2352035 17P GLO. S   52 BB01
 210221553 2312055 17P GLO. B   52 BE01
 210221553 2312048 17O GLO. S   52 BB01A
 210221553 2352036 17O GLO. NA  52 BC02
 210221553 2312057 17O GLO. NA  52 BF01
 210221553 2312057 18I GLO. S   52 BF51
 210221553 2312049 18I REC. B   52 J12049
 210221553 2312050 18P GLO. S   52 BD01
 210221553 2352036 18P GLO. S   52 BC01
 210221553 2312059 18P GLO. S   52 BG01
 210221553 2321095 18P GLO. MB  52 BI06
 210221553 2312060 18O GLO. S   52 BG01
 210221553 2312051 18O GLO. B   52 BE51
 210221553 2312058 18O GLO. S   52 BG01A
 210221553 2312062 18O GLO. B   52 BH01
 210221553 2312061 18O GLO. S   52 BH01
 210221553 2321062 19I GLO. MB  52 BC06A
 210221553 2352011 19I GLO. MB  52 BL55
 210221553 2312065 19I GLO. NA  52 BI01
 210221553 2312063 19I GLO. B   52 BH51
 210221553 2300035 19I REC. MB  52 J00035
 210221553 2312094 19P GLO. B   52 BE01C
 210221553 2312065 19P GLO. MB  52 BI01
 210221553 2352024 19P GLO. MB  52 BK55
 210221553 2312066 19P GLO. NA  52 BI51
 210221553 2312064 19P GLO. MB  52 BI01
 210221553 2312082 19P REC. MB  52 J12082
 210221553 2351099 19O GLO. MB  52 BJ55
 210221553 2312077 19O GLO. MB  52 BE01
 210221553 2312066 19O GLO. S   52 BI01
 210221553 2352033 20I GLO. S   52 BL05
 210221553 2312067 20I GLO. MB  52 BJ03
 210221553 2312095 20I GLO. S   52 BF01A
 210221553 2352031 20P GLO. B   52 BL05
 210221553 2224042 20O GLO. MB  52 HA01
 210221553 2312068 20O GLO. MB  52 BK11
 210221553 2312047 20O REC. MB  52 J12047
 210223393 2255066 10P GLO. EQ  52
 210223393 2300033 10P GLO. EQ  52
 210223393 2300034 10P GLO. EQ  52
 210223393 2341086 10O GLO. EQ  52
 210223393 2352035 10O GLO. EQ  52
 210223393 2900056 10O GLO. EQ  52
 210223393 2900060 10O GLO. EQ  52
 210223393 2312052 11I GLO. EQ  52
 210223393 2341089 11P GLO. EQ  52
 210223393 2352034 11P GLO. EQ  52
 210223393 2341093 11O GLO. EQ  52
 210223393 2300035 12P GLO. EQ  52
 210223393 2900057 12P GLO. EQ  52
 210223393 2342000 12O GLO. EQ  52
 210223393 2900061 12O GLO. EQ  52
 210223393 2312054 13I GLO. NA  52 BD51
 210223393 2352036 13I GLO. B   52 BC01
 210223393 2352038 13I GLO. MB  52 BC01
 210223393 2312053 13P GLO. B   52 BC01A
 210223393 2312054 13P GLO. S   52 BD01A
 210223393 2312057 13P GLO. MB  52 BF51
 210223393 2312055 13O GLO. S   52 BE01
 210223393 2312056 13O GLO. S   52 BB51
 210223393 2312060 13O GLO. S   52 BG01
 210223393 2312047 14I REC. NA  52 J12047
 210223393 2312063 14I GLO. B   52 BH01
 210223393 2312047 14P GLO. B   52 BA05
 210223393 2312061 14P GLO. NA  52 BH01
 210223393 2312064 14P GLO. NA  52 BI01
 210223393 2312058 14O GLO. B   52 BG01
 210223393 2312049 15I GLO. B   52 BC51
 210223393 2312064 15I GLO. B   52 BI51
 210223393 2312066 15P GLO. MB  52 BI51
 210223393 2352011 15P GLO. B   52 BL55
 210223393 2312084 15P GLO. B   52 BI01
 210223393 2312061 15O GLO. S   52 BH51
 210223393 2312048 15O GLO. B   52 BB51
 210223393 2293044 16I GLO. NA  52 HH02
 210223393 2312059 16O GLO. S   52 BG01A
 210223393 2312096 16O GLO. B   52 BG01B
 210223393 2312091 17I GLO. MB  52 BI01
 210223393 2342006 17I GLO. NA  52 BI52
 210223393 2293055 17P GLO. NA  52 HI01
 210223393 2255305 17P GLO. NA  52 HB01
 210223393 2312067 17P GLO. MB  52 BJ22
 210223393 2312068 17O GLO. MB  52 BK22
 210223393 2321067 17O GLO. MB  52 BB06B
 210223393 2312062 18I GLO. NA  52 BH51
 210223393 2312069 18I GLO. MB  52 BL22
 210223393 2312087 18I GLO. NA  52 BI01
 210223393 2312050 18P GLO. NA  52 BD01
 210223393 2312094 18P GLO. MB  52 BE01F
 210223393 2321095 18P GLO. B   52 BI06
 210223393 2312050 18O GLO. S   52 BD51
 210223393 2312062 18O GLO. B   52 BH01
 210223393 2255183 19I GLO. NA  52 HA08
 210223393 2312065 19I GLO. S   52 BI01
 210223393 2312051 19I GLO. NA  52 BE51
 210223393 2312051 19P GLO. MB  52 BE01
 210223393 2255317 19P GLO. B   52 BA52
 210223393 2212001 19O GLO. NA  52 HA64
 210223393 2321070 19O REC. MB  52 J21070
 210223393 2255064 19O REC. B   52 J55064
 210223393 2211093 20P GLO. B   52 HF13
 210223393 2321050 20O GLO. B   52 BA06B
 210223393 2312083 20O GLO. MB  52 BE01
 210243856 2255066 10P GLO. EQ  52
 210243856 2300033 10P GLO. EQ  52
 210243856 2300034 10P GLO. EQ  52
 210243856 2352035 10P GLO. EQ  52
 210243856 2900056 10P GLO. EQ  52
 210243856 2341086 10O GLO. EQ  52
 210243856 2341089 10O GLO. EQ  52
 210243856 2900060 10O GLO. EQ  52
 210243856 2341093 11I GLO. EQ  52
 210243856 2900061 11I GLO. EQ  52
 210243856 2342000 11P GLO. EQ  52
 210243856 2352034 11O GLO. EQ  52
 210243856 2300035 13I GLO. B   52 BA54
 210243856 2312047 13P GLO. NA  52 BA02
 210243856 2312048 17P GLO. NA  52 BB01
 210243856 2312056 17P GLO. B   52 BB01
 210243856 2312052 17P GLO. S   52 BB01
 210243856 2312054 17O GLO. S   52 BD51
 210243856 2312049 17O GLO. B   52 BC01
 210243856 2312053 17O GLO. B   52 BC01
 210243856 2312055 18I GLO. NA  52 BE01A
 210243856 2312050 18I GLO. B   52 BD01
 210243856 2312057 18I GLO. S   52 BF01
 210243856 2312059 18I GLO. B   52 BG01
 210243856 2312061 18P GLO. B   52 BH01
 210243856 2312063 18P GLO. S   52 BH01
 210243856 2312058 18P GLO. S   52 BG01A
 210243856 2211090 18O GLO. B   52 HE12
 210243856 2312051 18O GLO. MB  52 BE01
 210243856 2312064 18O GLO. B   52 BI01
 210243856 2312062 18O GLO. B   52 BH01
 210243856 2321082 19I GLO. MB  52 BI06A
 210243856 2312065 19I GLO. S   52 BI01
 210243856 2255183 19I GLO. NA  52 HA07
 210243856 2321089 19I REC. MB  52 J21089
 210243856 2211076 19P GLO. S   52 HA01
 210243856 2292077 19P GLO. MB  52 HA51
 210243856 2212001 19P GLO. MB  52 HA04
 210243856 2342039 19P GLO. B   52 BG02
 210243856 2352031 19P REC. MB  52 J52031
 210243856 2321067 19O GLO. NA  52 BB06
 210243856 2312066 20I GLO. MB  52 BI51
 210243856 2321095 20I GLO. MB  52 BI06
 210243856 2321062 20I GLO. MB  52 BC06B
 210243856 2312048 20P GLO. B   52 BB01
 210243856 2312060 20P GLO. MB  52 BG51
 210243856 2352036 20P GLO. MB  52 BC03
 210243856 2352038 20P GLO. MB  52 BC01B
 210243856 2312055 20O GLO. MB  52 BE01
 210243856 2312067 20O GLO. MB  52 BJ03
 210243856 2352011 20O GLO. MB  52 BL55
 210243856 2321088 20O GLO. B   52 BF06
 210352265 2300033 10O GLO. EQ  56
 210352265 2300035 10O GLO. EQ  56
 210352265 2255065 11I GLO. EQ  56
 210352265 2300034 11I GLO. EQ  56
 210352265 2900057 11I GLO. EQ  56
 210352265 2255066 11O GLO. EQ  56
 210352265 2900056 11O GLO. EQ  56
 210352265 2331064 12P GLO. EQ  56
 210352265 2331065 12O GLO. EQ  56
 210352265 2331067 13I GLO. NA  56 BF57
 210352265 2341086 13P GLO. NA  52 BB02
 210352265 2312052 13O GLO. S   52 BB01A
 210352265 2341086 13O GLO. AO  52
 210352265 2341089 14I GLO. B   52 BC01
 210352265 2352038 14I GLO. NA  52 BC51
 210352265 2312049 14P GLO. S   52 BC01A
 210352265 2312053 14P GLO. NA  52 BC01A
 210352265 2342000 14O GLO. S   52 BD01A
 210352265 2312050 14O GLO. NA  52 BD01
 210352265 2312094 15I GLO. S   52 BE01A
 210352265 2352035 15I GLO. MB  52 BE02
 210352265 2321050 15I GLO. B   52 BA06
 210352265 2312057 15P GLO. MB  52 BF01
 210352265 2352034 15P GLO. B   52 BF01
 210352265 2331097 15P GLO. MB  52 BL07A
 210352265 2312059 15O GLO. NA  52 BG51
 210352265 2312081 15O GLO. MB  52 BE01
 210352265 2312095 15O GLO. B   52 BF01C
 210352265 2312056 15O GLO. S   52 BB01
 210352265 2312048 16I GLO. NA  52 BB01A
 210352265 2312061 16I GLO. S   52 BH51
 210352265 2352036 16I GLO. MB  52 BC51
 210352265 2352029 16I GLO. B   52 BL05
 210352265 2312063 16P GLO. S   52 BH01
 210352265 2293026 16P GLO. S   52 HC03
 210352265 2312053 16P GLO. B   52 BC01A
 210352265 2312047 16P GLO. B   52 BA01A
 210352265 2312059 16O GLO. B   52 BG01A
 210352265 2312054 16O GLO. S   52 BD01B
 210352265 2312058 16O GLO. NA  52 BG01A
 210352265 2341095 17P GLO. S   52 BD02
 210352265 2312064 17P GLO. B   52 BI01
 210352265 2312055 17P GLO. S   52 BE01
 210352265 2312062 17O GLO. S   52 BH01A
 210352265 2312050 18I GLO. B   52 BD01
 210352265 2312065 18I GLO. B   52 BI01
 210352265 2341093 18I GLO. S   52 BD01
 210352265 2312078 18P GLO. B   52 BE01
 210352265 2312060 18P GLO. B   52 BG01A
 210352265 2312051 18O GLO. B   52 BE01
 210352265 2312096 18O GLO. S   52 BG01D
 210352265 2312058 19I GLO. S   52 BG01
 210352265 2312087 19I GLO. S   52 BI01
 210352265 2312067 19P GLO. MB  52 BJ24
 210352265 2312084 19P GLO. MB  52 BI01
 210352265 2312048 19O GLO. B   52 BB51
 210352265 2312068 19O GLO. NA  52 BK24
 210352265 2312068 20I GLO. MB  52 BK14
 210352265 2352038 20I GLO. MB  52 BC01A
 210352265 2312069 20P GLO. MB  52 BL14
 210352265 2312083 20P GLO. MB  52 BE01
 210353740 2300033 10O GLO. EQ  54
 210353740 2300034 10O GLO. EQ  54
 210353740 2300035 10O GLO. EQ  54
 210353740 2352035 10O GLO. EQ  54
 210353740 2900051 11I GLO. EQ  54
 210353740 2255066 11O GLO. EQ  54
 210353740 2341086 11O GLO. EQ  54
 210353740 2341089 11O GLO. EQ  54
 210353740 2255064 12I GLO. EQ  54
 210353740 2255065 12I GLO. EQ  54
 210353740 2352034 12P GLO. EQ  54
 210353740 2341093 12O REC. EQ  54
 210353740 2342000 13I GLO. NA  54 BF02
 210353740 2352038 13I GLO. S   54 BC51
 210353740 2312049 13P GLO. B   52 BC51
 210353740 2312052 13O GLO. B   52 BB01A
 210353740 2312050 14I GLO. NA  52 BD01
 210353740 2312057 14I GLO. S   52 BF51
 210353740 2342000 14I GLO. NA  52 BE05
 210353740 2312050 14P REC. B   52 J12050
 210353740 2312053 14P GLO. B   52 BC51
 210353740 2312054 14P GLO. S   52 BD01A
 210353740 2312048 14O GLO. S   52 BB01A
 210353740 2312055 14O GLO. B   52 BE01
 210353740 2312056 14O GLO. NA  52 BB51
 210353740 2312047 14O GLO. B   52 BA51
 210353740 2312059 15I GLO. S   52 BG01
 210353740 2312056 15I GLO. S   52 BB51
 210353740 2312061 15I GLO. S   52 BH01
 210353740 2342000 15I REC. MB  52 J42000
 210353740 2312058 15P GLO. S   52 BG51
 210353740 2312083 15P REC. B   52 J12083
 210353740 2312051 15O GLO. NA  52 BE01B
 210353740 2312095 15O GLO. NA  52 BF01B
 210353740 2312063 15O GLO. MB  52 BH51
 210353740 2312051 16I GLO. B   52 BE01B
 210353740 2312064 16I GLO. NA  52 BI01
 210353740 2352036 16I REC. MB  52 J52036
 210353740 2312060 16P GLO. MB  52 BG01B
 210353740 2321070 16P GLO. MB  52 BG06B
 210353740 2312094 16P GLO. NA  52 BE01A
 210353740 2312094 16P REC. B   52 J12094
 210353740 2312066 16O GLO. MB  52 BI01
 210353740 2312064 16O GLO. B   52 BI01
 210353740 2312077 16O GLO. MB  52 BE01
 210353740 2342025 16O GLO. B   52 BE52
 210353740 2321060 17I GLO. NA  52 BF06B
 210353740 2312062 17I GLO. NA  52 BH01A
 210353740 2312087 17I GLO. S   52 BI01
 210353740 2312095 17I GLO. NA  52 BF01A
 210353740 2321089 17P GLO. NA  52 BF06
 210353740 2352024 17P GLO. S   52 BK55
 210353740 2312096 17P GLO. NA  52 BG01E
 210353740 2321095 17P GLO. S   52 BI06
 210353740 2341095 17O GLO. NA  52 BD52
 210353740 2312067 17O GLO. NA  52 BJ10
 210353740 2321089 17O GLO. NA  52 BE06
 210353740 2312091 18I GLO. NA  52 BI01
 210353740 2352006 18I GLO. NA  52 BL55
 210353740 2312067 18I GLO. NA  52 BJ19
 210353740 2321062 18P GLO. NA  52 BC06A
 210353740 2312067 18P GLO. NA  52 BJ21
 210353740 2321067 18O GLO. NA  52 BB06B
 210353740 2321062 19P GLO. NA  52 BC06A
 210353740 2321062 19P REC. B   52 J21062
 210353740 2352011 19O GLO. NA  52 BL55
 210353740 2312062 19O GLO. NA  52 BH01
 210353740 2352018 19O GLO. NA  52 BJ55
 210353740 2312072 19O GLO. NA  52 BE01
 210353740 2312079 20P GLO. B   52 BE01
 210353740 2312089 20P GLO. S   52 BI01
 210353740 2312080 20O GLO. S   52 BE01
 210353740 2312096 20O GLO. B   52 BG01D
2112021522 2255066 11P GLO. EQ  52
2112021522 2300033 11P GLO. EQ  52
2112021522 2300034 11P GLO. EQ  52
2112021522 2312057 11O GLO. EQ  52
2112021522 2900061 11O GLO. EQ  52
2112021522 2341089 12I GLO. EQ  52
2112021522 2341086 12P GLO. EQ  52
2112021522 2900060 12P GLO. EQ  52
2112021522 2312052 12O GLO. EQ  52
2112021522 2341093 12O GLO. EQ  52
2112021522 2300035 13I GLO. B   52 BA01
2112021522 2312056 13I GLO. NA  52 BB01A
2112021522 2342000 13I GLO. NA  52 BF52
2112021522 2352038 13I GLO. NA  52 BC51
2112021522 2312053 13O GLO. B   52 BC51
2112021522 2312054 13O GLO. S   52 BD51
2112021522 2312055 14I GLO. NA  52 BE01
2112021522 2312056 14I GLO. NA  52 BB51
2112021522 2342000 14I GLO. NA  52 BE05
2112021522 2312047 14P GLO. S   52 BA05
2112021522 2352015 14O GLO. MB  52 BL55
2112021522 2312055 14O GLO. B   52 BE51
2112021522 2352034 15I GLO. B   52 BF01
2112021522 2312048 15I GLO. B   52 BB51
2112021522 2312049 15I GLO. B   52 BC51
2112021522 2312083 15P GLO. S   52 BE01
2112021522 2312094 15P GLO. NA  52 BE01A
2112021522 2342019 15P GLO. B   52 BF04
2112021522 2312081 15O GLO. NA  52 BE01
2112021522 2312075 15O GLO. NA  52 BE01
2112021522 2352035 16I GLO. S   52 BB51
2112021522 2352038 16I GLO. NA  52 BC51
2112021522 2321088 16P GLO. MB  52 BE06
2112021522 2352031 16P GLO. S   52 BK05
2112021522 2352038 16P REC. B   52 J52038
2112021522 2312050 16O GLO. NA  52 BD51B
2112021522 2312095 16O GLO. NA  52 BF01A
2112021522 2312050 17I GLO. S   52 BD01
2112021522 2352011 17I GLO. B   52 BL55
2112021522 2212013 17I GLO. B   52 HH56
2112021522 2000004 17P GLO. NA  52 MDEX201
2112021522 2000014 17P GLO. NA  52 MDEX251
2112021522 2312051 17P GLO. S   52 BE01
2112021522 2312087 17O GLO. B   52 BI01
2112021522 2312058 17O GLO. NA  52 BG01
2112021522 2312060 17O GLO. B   52 BG51
2112021522 2312062 18I GLO. S   52 BH51
2112021522 2312061 18I GLO. S   52 BH51
2112021522 2312063 18I GLO. S   52 BH51
2112021522 2312059 18P GLO. NA  52 BG01A
2112021522 2255108 18P GLO. S   52 HC52
2112021522 2312084 18O GLO. B   52 BI01
2112021522 2312094 18O GLO. B   52 BE01B
2112021522 2224042 18O REC. MB  52 J24042
2112021522 2293037 19I GLO. S   52 HJ01
2112021522 2352036 19I GLO. NA  52 BF01
2112021522 2312089 19I GLO. MB  52 BI01
2112021522 2312095 19I GLO. MB  52 BF01E
2112021522 2312096 19P GLO. NA  52 BG01A
2112021522 2255103 19P GLO. NA  52 HB01
2112021522 2312059 19P GLO. S   52 BG51
2112021522 2312066 19O GLO. S   52 BI51
2112021522 2292077 19O GLO. NA  52 HA03
2112021522 2312064 19O GLO. B   52 BI01
2112021522 2352036 20I GLO. S   52 BC01
2112021522 2312065 20I GLO. MB  52 BI51
2112021522 2312058 20P REC. S   52 J12058
2112021522 2255317 20O GLO. MB  52 BA51
2112021522 2312067 20O GLO. S   52 BJ07
2112021522 2312056 20O REC. MB  52 J12056
2112023839 2255066 11P GLO. EQ  52
2112023839 2300033 11P GLO. EQ  52
2112023839 2312052 11O GLO. EQ  52
2112023839 2312057 11O GLO. EQ  52
2112023839 2312047 13P GLO. NA  52 BA01
2112023839 2300034 13O GLO. NA  52 BA05
2112023839 2300035 14I GLO. MB  52 BA01
2112023839 2300034 14P GLO. MB  52 BA06
2112023839 2312053 14P GLO. S   52 BC01A
2112023839 2312056 14O REC. B   52 J12056
2112023839 2341086 15I GLO. NA  52 BB05
2112023839 2341086 15O GLO. S   52 BB51
2112023839 2312048 16I GLO. NA  52 BB01
2112023839 2341089 16I GLO. S   52 BC02
2112023839 2312048 16P GLO. S   52 BB01
2112023839 2342000 16P GLO. MB  52 BD51
2112023839 2312049 16O GLO. NA  52 BC01
2112023839 2312054 16O GLO. B   52 BD01B
2112023839 2341093 16O GLO. S   52 BC02
2112023839 2352038 17I GLO. MB  52 BC01A
